案件, 縣市, 鄉鎮市區, 同意票數, 不同意票數, 有效票數, 投票權人數
c11, 高雄市, 甲仙區, 1740, 736, 2476, 5417
c11, 高雄市, 美濃區, 13222, 4696, 17918, 35311
c11, 高雄市, 苓雅區, 60784, 27867, 88651, 146786
c11, 高雄市, 茂林區, 812, 263, 1075, 1615
c11, 高雄市, 茄萣區, 9593, 3958, 13551, 26212
c11, 高雄市, 路竹區, 17063, 7678, 24741, 43850
c11, 高雄市, 那瑪夏區, 1311, 358, 1669, 2424
c11, 高雄市, 阿蓮區, 8913, 3926, 12839, 24534
c11, 高雄市, 鳥松區, 15786, 7300, 23086, 39191
c11, 高雄市, 鳳山區, 121790, 53188, 174978, 300510
c11, 高雄市, 鹽埕區, 8291, 4133, 12424, 21617
c11, 高雄市, 鼓山區, 46387, 20737, 67124, 114979
c12, 全國, , 6401748, 4072471, 10474219, 19757067
c12, 南投縣, , 143356, 91565, 234921, 427089
c12, 南投縣, 中寮鄉, 4197, 2902, 7099, 13181
c12, 南投縣, 仁愛鄉, 4375, 2503, 6878, 12589
c12, 南投縣, 信義鄉, 5655, 2337, 7992, 13299
c12, 南投縣, 南投市, 30688, 18233, 48921, 84328
c12, 南投縣, 名間鄉, 11518, 7257, 18775, 33408
c12, 南投縣, 國姓鄉, 5242, 3437, 8679, 16597
c12, 南投縣, 埔里鎮, 22909, 14653, 37562, 68763
c12, 南投縣, 水里鄉, 4880, 3232, 8112, 15458
c12, 南投縣, 竹山鎮, 14445, 10060, 24505, 47034
c12, 南投縣, 草屯鎮, 27781, 18359, 46140, 82922
c12, 南投縣, 集集鎮, 2990, 2213, 5203, 9611
c12, 南投縣, 魚池鄉, 4019, 3031, 7050, 13958
c12, 南投縣, 鹿谷鄉, 4657, 3348, 8005, 15941
c12, 嘉義市, , 73821, 44563, 118384, 221553
c12, 嘉義市, 東區, 33406, 20228, 53634, 100647
c12, 嘉義市, 西區, 40415, 24335, 64750, 120906
c12, 嘉義縣, , 132636, 81825, 214461, 442775
c12, 嘉義縣, 中埔鄉, 10814, 6970, 17784, 39139
c12, 嘉義縣, 六腳鄉, 5217, 3177, 8394, 20821
c12, 嘉義縣, 大埔鄉, 1280, 822, 2102, 3999
c12, 嘉義縣, 大林鎮, 8075, 5293, 13368, 26922
c12, 嘉義縣, 太保市, 9940, 6382, 16322, 31568
c12, 嘉義縣, 布袋鎮, 6938, 4035, 10973, 23965
c12, 嘉義縣, 新港鄉, 8563, 5310, 13873, 27342
c12, 嘉義縣, 朴子市, 10800, 6642, 17442, 35191
c12, 嘉義縣, 東石鄉, 5453, 2984, 8437, 21915
c12, 嘉義縣, 梅山鄉, 5569, 3298, 8867, 17083
c12, 嘉義縣, 民雄鄉, 19293, 11995, 31288, 61209
c12, 嘉義縣, 水上鄉, 13744, 8519, 22263, 43857
c12, 嘉義縣, 溪口鄉, 4086, 2363, 6449, 13105
c12, 嘉義縣, 番路鄉, 3278, 2041, 5319, 10156
c12, 嘉義縣, 竹崎鄉, 9650, 5888, 15538, 31228
c12, 嘉義縣, 義竹鄉, 4946, 2911, 7857, 16647
c12, 嘉義縣, 阿里山鄉, 1277, 835, 2112, 4691
c12, 嘉義縣, 鹿草鄉, 3713, 2360, 6073, 13937
c12, 基隆市, , 96333, 62976, 159309, 320030
c12, 基隆市, 七堵區, 14532, 9137, 23669, 46256
c12, 基隆市, 中山區, 12443, 8188, 20631, 41856
c12, 基隆市, 中正區, 12322, 8255, 20577, 45545
c12, 基隆市, 仁愛區, 11401, 7385, 18786, 36738
c12, 基隆市, 信義區, 14305, 9162, 23467, 46014
c12, 基隆市, 安樂區, 21005, 14155, 35160, 70396
c12, 基隆市, 暖暖區, 10325, 6694, 17019, 33225
c12, 宜蘭縣, , 119746, 83726, 203472, 386089
c12, 宜蘭縣, 三星鄉, 5535, 3892, 9427, 19051
c12, 宜蘭縣, 五結鄉, 10228, 7412, 17640, 34892
c12, 宜蘭縣, 冬山鄉, 13199, 9936, 23135, 45405
c12, 宜蘭縣, 南澳鄉, 1900, 879, 2779, 4644
c12, 宜蘭縣, 員山鄉, 8311, 5917, 14228, 28131
c12, 宜蘭縣, 壯圍鄉, 6976, 4687, 11663, 21447
c12, 宜蘭縣, 大同鄉, 2548, 867, 3415, 4935
c12, 宜蘭縣, 宜蘭市, 25673, 17297, 42970, 79167
c12, 宜蘭縣, 礁溪鄉, 9089, 6782, 15871, 31084
c12, 宜蘭縣, 羅東鎮, 18673, 12875, 31548, 57686
c12, 宜蘭縣, 蘇澳鎮, 10125, 7865, 17990, 34512
c12, 宜蘭縣, 頭城鎮, 7489, 5317, 12806, 25135
c12, 屏東縣, , 216753, 136224, 352977, 711720
c12, 屏東縣, 三地門鄉, 2519, 1274, 3793, 6373
c12, 屏東縣, 九如鄉, 5776, 3695, 9471, 19132
c12, 屏東縣, 佳冬鄉, 4877, 2953, 7830, 17063
c12, 屏東縣, 來義鄉, 2423, 1131, 3554, 6257
c12, 屏東縣, 內埔鄉, 13292, 8506, 21798, 47558
c12, 屏東縣, 南州鄉, 2779, 1937, 4716, 9479
c12, 屏東縣, 屏東市, 53638, 33114, 86752, 170148
c12, 屏東縣, 崁頂鄉, 3662, 2334, 5996, 12270
c12, 屏東縣, 恆春鎮, 6419, 4918, 11337, 25661
c12, 屏東縣, 新園鄉, 9147, 5827, 14974, 30706
c12, 屏東縣, 新埤鄉, 2559, 1660, 4219, 9033
c12, 屏東縣, 春日鄉, 1095, 605, 1700, 3923
c12, 屏東縣, 東港鎮, 11765, 7877, 19642, 39495
c12, 屏東縣, 枋寮鄉, 6469, 4070, 10539, 21394
c12, 屏東縣, 枋山鄉, 1441, 899, 2340, 4856
c12, 屏東縣, 林邊鄉, 5149, 3009, 8158, 15691
c12, 屏東縣, 泰武鄉, 1763, 992, 2755, 4344
c12, 屏東縣, 滿州鄉, 1674, 1268, 2942, 7206
c12, 屏東縣, 潮州鎮, 14538, 8696, 23234, 46444
c12, 屏東縣, 牡丹鄉, 1042, 744, 1786, 4314
c12, 屏東縣, 獅子鄉, 1814, 748, 2562, 4230
c12, 屏東縣, 琉球鄉, 2812, 1611, 4423, 10706
c12, 屏東縣, 瑪家鄉, 2430, 1185, 3615, 5663
c12, 屏東縣, 竹田鄉, 5021, 3157, 8178, 15353
c12, 屏東縣, 萬丹鄉, 13536, 8355, 21891, 43478
c12, 屏東縣, 萬巒鄉, 5074, 3640, 8714, 17945
c12, 屏東縣, 車城鄉, 1698, 1269, 2967, 7595
c12, 屏東縣, 里港鄉, 6740, 4569, 11309, 22128
c12, 屏東縣, 長治鄉, 8236, 5259, 13495, 26256
c12, 屏東縣, 霧臺鄉, 1573, 609, 2182, 2950
c12, 屏東縣, 高樹鄉, 5804, 3989, 9793, 21697
c12, 屏東縣, 鹽埔鄉, 6444, 4323, 10767, 22402
c12, 屏東縣, 麟洛鄉, 3544, 2001, 5545, 9970
c12, 彰化縣, , 356924, 224371, 581295, 1066994
c12, 彰化縣, 二林鎮, 13211, 8115, 21326, 42976
c12, 彰化縣, 二水鄉, 4983, 2611, 7594, 13339
c12, 彰化縣, 伸港鄉, 9720, 6433, 16153, 30407
c12, 彰化縣, 北斗鎮, 9465, 5748, 15213, 27593
c12, 彰化縣, 和美鎮, 24610, 16291, 40901, 75286
c12, 彰化縣, 員林市, 33660, 21760, 55420, 102028
c12, 彰化縣, 埔心鄉, 10317, 6885, 17202, 29642
c12, 彰化縣, 埔鹽鄉, 9874, 6020, 15894, 28026
c12, 彰化縣, 埤頭鄉, 7832, 5029, 12861, 25677
c12, 彰化縣, 大城鄉, 3240, 2026, 5266, 14713
c12, 彰化縣, 大村鄉, 10702, 6852, 17554, 31492
c12, 彰化縣, 彰化市, 68788, 41730, 110518, 190995
c12, 彰化縣, 永靖鄉, 10584, 7076, 17660, 31239
c12, 彰化縣, 溪州鄉, 7390, 4986, 12376, 25405
c12, 彰化縣, 溪湖鎮, 15354, 9656, 25010, 45147
c12, 彰化縣, 田中鎮, 12217, 7289, 19506, 35391
c12, 彰化縣, 田尾鄉, 7969, 4930, 12899, 23179
c12, 彰化縣, 社頭鄉, 11701, 8292, 19993, 36306
c12, 彰化縣, 福興鄉, 12923, 7536, 20459, 39745
c12, 彰化縣, 秀水鄉, 11216, 7005, 18221, 32394
c12, 彰化縣, 竹塘鄉, 3755, 2717, 6472, 12821
c12, 彰化縣, 線西鄉, 4751, 3117, 7868, 14065
c12, 彰化縣, 芬園鄉, 6526, 4148, 10674, 20408
c12, 彰化縣, 花壇鄉, 14186, 7908, 22094, 38924
c12, 彰化縣, 芳苑鄉, 8085, 5166, 13251, 29291
c12, 彰化縣, 鹿港鎮, 23865, 15045, 38910, 70505
c12, 新北市, , 1070300, 712548, 1782848, 3375513
c12, 新北市, 三峽區, 28622, 18860, 47482, 94291
c12, 新北市, 三芝區, 5384, 3787, 9171, 20119
c12, 新北市, 三重區, 101972, 72085, 174057, 329846
c12, 新北市, 中和區, 117533, 72733, 190266, 355978
c12, 新北市, 五股區, 22210, 14665, 36875, 72443
c12, 新北市, 八里區, 9599, 6978, 16577, 32970
c12, 新北市, 土城區, 62655, 42571, 105226, 200783
c12, 新北市, 坪林區, 1714, 1089, 2803, 5891
c12, 新北市, 平溪區, 1218, 703, 1921, 4321
c12, 新北市, 新店區, 88798, 54809, 143607, 264053
c12, 新北市, 新莊區, 111089, 76839, 187928, 344981
c12, 新北市, 板橋區, 153500, 98590, 252090, 463411
c12, 新北市, 林口區, 27446, 18805, 46251, 86203
c12, 新北市, 樹林區, 47189, 32946, 80135, 152102
c12, 新北市, 永和區, 65391, 41209, 106600, 187798
c12, 新北市, 汐止區, 52092, 35719, 87811, 173831
c12, 新北市, 泰山區, 20423, 13613, 34036, 64252
c12, 新北市, 淡水區, 44720, 29981, 74701, 147272
c12, 新北市, 深坑區, 6399, 4483, 10882, 20624
c12, 新北市, 烏來區, 1773, 1018, 2791, 5264
c12, 新北市, 瑞芳區, 9374, 6355, 15729, 35036
c12, 新北市, 石碇區, 1895, 1359, 3254, 6861
c12, 新北市, 石門區, 2955, 2092, 5047, 10528
c12, 新北市, 萬里區, 5433, 3538, 8971, 19297
c12, 新北市, 蘆洲區, 49602, 35657, 85259, 167457
c12, 新北市, 貢寮區, 2649, 1939, 4588, 11279
c12, 新北市, 金山區, 5228, 3653, 8881, 18978
c12, 新北市, 雙溪區, 2122, 1476, 3598, 7999
c12, 新北市, 鶯歌區, 21315, 14996, 36311, 71645
c12, 新竹市, , 116724, 75092, 191816, 351775
c12, 新竹市, 北區, 40483, 25931, 66414, 123122
c12, 新竹市, 東區, 54827, 35588, 90415, 163757
c12, 新竹市, 香山區, 21414, 13573, 34987, 64896
c12, 新竹縣, , 150580, 92309, 242889, 445051
c12, 新竹縣, 五峰鄉, 1357, 756, 2113, 3997
c12, 新竹縣, 北埔鄉, 2705, 1710, 4415, 8180
c12, 新竹縣, 寶山鄉, 4360, 2952, 7312, 12973
c12, 新竹縣, 尖石鄉, 2848, 1278, 4126, 7364
c12, 新竹縣, 峨眉鄉, 1841, 1018, 2859, 5068
c12, 新竹縣, 新埔鎮, 9575, 5965, 15540, 28894
c12, 新竹縣, 新豐鄉, 15412, 9190, 24602, 45790
c12, 新竹縣, 橫山鄉, 3721, 2562, 6283, 11346
c12, 新竹縣, 湖口鄉, 21141, 13123, 34264, 63511
c12, 新竹縣, 竹北市, 47451, 29863, 77314, 137129
c12, 新竹縣, 竹東鎮, 25690, 15323, 41013, 78794
c12, 新竹縣, 芎林鄉, 6128, 3570, 9698, 17293
c12, 新竹縣, 關西鎮, 8351, 4999, 13350, 24712
c12, 桃園市, , 540236, 352795, 893031, 1801823
c12, 桃園市, 中壢區, 104348, 65472, 169820, 334402
c12, 桃園市, 八德區, 47532, 31746, 79278, 165065
c12, 桃園市, 大園區, 20740, 14918, 35658, 73900
c12, 桃園市, 大溪區, 23559, 15578, 39137, 78285
c12, 桃園市, 平鎮區, 57526, 36277, 93803, 183560
c12, 桃園市, 復興區, 3512, 1805, 5317, 9766
c12, 桃園市, 新屋區, 12741, 9152, 21893, 41461
c12, 桃園市, 桃園區, 104081, 71688, 175769, 359790
c12, 桃園市, 楊梅區, 41994, 25313, 67307, 137917
c12, 桃園市, 蘆竹區, 38396, 25321, 63717, 129252
c12, 桃園市, 觀音區, 15302, 11210, 26512, 55149
c12, 桃園市, 龍潭區, 33953, 18573, 52526, 101574
c12, 桃園市, 龜山區, 36552, 25742, 62294, 131702
c12, 澎湖縣, , 24658, 14157, 38815, 90405
c12, 澎湖縣, 七美鄉, 553, 396, 949, 3374
c12, 澎湖縣, 望安鄉, 1177, 616, 1793, 4628
c12, 澎湖縣, 湖西鄉, 3346, 1956, 5302, 12741
c12, 澎湖縣, 白沙鄉, 2284, 1171, 3455, 8625
c12, 澎湖縣, 西嶼鄉, 1439, 866, 2305, 7382
c12, 澎湖縣, 馬公市, 15859, 9152, 25011, 53655
c12, 臺中市, , 777273, 490959, 1268232, 2295642
c12, 臺中市, 中區, 4828, 3021, 7849, 14696
c12, 臺中市, 北區, 41580, 26168, 67748, 124621
c12, 臺中市, 北屯區, 77474, 47717, 125191, 227720
c12, 臺中市, 南區, 37710, 23028, 60738, 103643
c12, 臺中市, 南屯區, 48668, 29856, 78524, 135448
c12, 臺中市, 后里區, 14278, 10266, 24544, 44962
c12, 臺中市, 和平區, 3507, 2116, 5623, 9498
c12, 臺中市, 外埔區, 9162, 5824, 14986, 27059
c12, 臺中市, 大安區, 5373, 3626, 8999, 16520
c12, 臺中市, 大甲區, 21418, 13192, 34610, 63069
c12, 臺中市, 大肚區, 15756, 10368, 26124, 47457
c12, 臺中市, 大里區, 56856, 35523, 92379, 171769
c12, 臺中市, 大雅區, 25855, 16532, 42387, 77189
c12, 臺中市, 太平區, 50405, 31955, 82360, 157926
c12, 臺中市, 新社區, 6763, 3969, 10732, 20860
c12, 臺中市, 東勢區, 15459, 8291, 23750, 43181
c12, 臺中市, 東區, 22105, 14057, 36162, 64291
c12, 臺中市, 梧棲區, 14659, 10642, 25301, 47040
c12, 臺中市, 沙鹿區, 24395, 15729, 40124, 74207
c12, 臺中市, 清水區, 23845, 15541, 39386, 71528
c12, 臺中市, 潭子區, 30585, 18753, 49338, 89487
c12, 臺中市, 烏日區, 20786, 13436, 34222, 61705
c12, 臺中市, 石岡區, 4303, 2820, 7123, 12880
c12, 臺中市, 神岡區, 18494, 12285, 30779, 54565
c12, 臺中市, 西區, 32508, 20953, 53461, 95040
c12, 臺中市, 西屯區, 62843, 39525, 102368, 183814
c12, 臺中市, 豐原區, 47705, 30372, 78077, 136658
c12, 臺中市, 霧峰區, 19150, 12175, 31325, 55225
c12, 臺中市, 龍井區, 20803, 13219, 34022, 63584
c12, 臺北市, , 732239, 506433, 1238672, 2228430
c12, 臺北市, 中山區, 62130, 44981, 107111, 195148
c12, 臺北市, 中正區, 42868, 29334, 72202, 128292
c12, 臺北市, 信義區, 62853, 43324, 106177, 190444
c12, 臺北市, 內湖區, 79459, 54312, 133771, 236824
c12, 臺北市, 北投區, 68267, 47236, 115503, 213250
c12, 臺北市, 南港區, 33203, 23931, 57134, 101907
c12, 臺北市, 士林區, 78172, 54400, 132572, 241854
c12, 臺北市, 大同區, 34138, 25407, 59545, 107557
c12, 臺北市, 大安區, 83730, 56964, 140694, 252645
c12, 臺北市, 文山區, 78865, 51554, 130419, 227211
c12, 臺北市, 松山區, 57656, 38733, 96389, 169278
c12, 臺北市, 萬華區, 50898, 36257, 87155, 164020
c12, 臺南市, , 494543, 297390, 791933, 1594821
c12, 臺南市, 七股區, 6034, 3102, 9136, 19950
c12, 臺南市, 下營區, 5843, 3463, 9306, 20947
c12, 臺南市, 中西區, 21715, 13138, 34853, 65261
c12, 臺南市, 仁德區, 21284, 12041, 33325, 64632
c12, 臺南市, 佳里區, 15891, 9346, 25237, 50407
c12, 臺南市, 六甲區, 4985, 3615, 8600, 19144
c12, 臺南市, 北區, 36584, 21480, 58064, 110906
c12, 臺南市, 北門區, 2592, 1437, 4029, 9925
c12, 臺南市, 南化區, 2076, 1360, 3436, 7786
c12, 臺南市, 南區, 34717, 19769, 54486, 108650
c12, 臺南市, 善化區, 12284, 7483, 19767, 39950
c12, 臺南市, 大內區, 2472, 1449, 3921, 8654
c12, 臺南市, 學甲區, 6362, 3995, 10357, 22567
c12, 臺南市, 安南區, 49901, 30383, 80284, 159654
c12, 臺南市, 安定區, 8558, 4965, 13523, 26104
c12, 臺南市, 安平區, 17056, 10422, 27478, 55379
c12, 臺南市, 官田區, 5317, 3399, 8716, 18675
c12, 臺南市, 將軍區, 5090, 2608, 7698, 17754
c12, 臺南市, 山上區, 1677, 1053, 2730, 6511
c12, 臺南市, 左鎮區, 1294, 651, 1945, 4418
c12, 臺南市, 後壁區, 5708, 3399, 9107, 20841
c12, 臺南市, 新化區, 11884, 7090, 18974, 37296
c12, 臺南市, 新市區, 9683, 6045, 15728, 30386
c12, 臺南市, 新營區, 19145, 12148, 31293, 64949
c12, 臺南市, 東區, 51215, 30051, 81266, 153359
c12, 臺南市, 東山區, 4205, 2542, 6747, 18471
c12, 臺南市, 柳營區, 5488, 3282, 8770, 18804
c12, 臺南市, 楠西區, 2258, 1348, 3606, 8528
c12, 臺南市, 歸仁區, 18463, 11144, 29607, 57387
c12, 臺南市, 永康區, 61149, 37817, 98966, 195001
c12, 臺南市, 玉井區, 3583, 2062, 5645, 12357
c12, 臺南市, 白河區, 6314, 4007, 10321, 24894
c12, 臺南市, 西港區, 5967, 3791, 9758, 21564
c12, 臺南市, 關廟區, 9556, 5839, 15395, 29913
c12, 臺南市, 鹽水區, 6222, 3916, 10138, 22121
c12, 臺南市, 麻豆區, 10865, 7111, 17976, 37963
c12, 臺南市, 龍崎區, 1106, 639, 1745, 3713
c12, 臺東縣, , 57826, 34122, 91948, 185996
c12, 臺東縣, 卑南鄉, 4552, 2778, 7330, 14976
c12, 臺東縣, 大武鄉, 1903, 682, 2585, 5266
c12, 臺東縣, 太麻里鄉, 3374, 1678, 5052, 9666
c12, 臺東縣, 延平鄉, 1062, 548, 1610, 2930
c12, 臺東縣, 成功鎮, 3596, 2245, 5841, 12426
c12, 臺東縣, 東河鄉, 1990, 1176, 3166, 7635
c12, 臺東縣, 池上鄉, 1704, 1294, 2998, 7162
c12, 臺東縣, 海端鄉, 1002, 680, 1682, 3278
c12, 臺東縣, 綠島鄉, 945, 585, 1530, 3579
c12, 臺東縣, 臺東市, 28924, 16982, 45906, 87803
c12, 臺東縣, 蘭嶼鄉, 854, 741, 1595, 4181
c12, 臺東縣, 達仁鄉, 1207, 566, 1773, 3137
c12, 臺東縣, 金峰鄉, 1285, 627, 1912, 3028
c12, 臺東縣, 長濱鄉, 1623, 931, 2554, 6484
c12, 臺東縣, 關山鎮, 2116, 1392, 3508, 7509
c12, 臺東縣, 鹿野鄉, 1689, 1217, 2906, 6936
c12, 花蓮縣, , 86680, 53334, 140014, 278059
c12, 花蓮縣, 光復鄉, 3542, 2088, 5630, 11417
c12, 花蓮縣, 卓溪鄉, 1731, 1067, 2798, 4947
c12, 花蓮縣, 吉安鄉, 22580, 14036, 36616, 72116
c12, 花蓮縣, 壽豐鄉, 4999, 3250, 8249, 15847
c12, 花蓮縣, 富里鄉, 2126, 1656, 3782, 9065
c12, 花蓮縣, 新城鄉, 5272, 3498, 8770, 17029
c12, 花蓮縣, 玉里鎮, 5927, 3385, 9312, 20650
c12, 花蓮縣, 瑞穗鄉, 2976, 1826, 4802, 10279
c12, 花蓮縣, 秀林鄉, 3727, 2490, 6217, 12562
c12, 花蓮縣, 花蓮市, 27589, 16285, 43874, 84807
c12, 花蓮縣, 萬榮鄉, 1857, 1096, 2953, 5269
c12, 花蓮縣, 豐濱鄉, 1271, 774, 2045, 4395
c12, 花蓮縣, 鳳林鎮, 3083, 1883, 4966, 9676
c12, 苗栗縣, , 153026, 95793, 248819, 461580
c12, 苗栗縣, 三灣鄉, 1914, 1269, 3183, 5852
c12, 苗栗縣, 三義鄉, 4765, 2951, 7716, 13889
c12, 苗栗縣, 公館鄉, 9209, 6429, 15638, 28318
c12, 苗栗縣, 卓蘭鎮, 4969, 3120, 8089, 14772
c12, 苗栗縣, 南庄鄉, 2369, 1691, 4060, 8784
c12, 苗栗縣, 大湖鄉, 3818, 2459, 6277, 12653
c12, 苗栗縣, 後龍鎮, 9377, 6583, 15960, 30948
c12, 苗栗縣, 泰安鄉, 2032, 1249, 3281, 5180
c12, 苗栗縣, 獅潭鄉, 1166, 700, 1866, 3968
c12, 苗栗縣, 竹南鎮, 22781, 14039, 36820, 68528
c12, 苗栗縣, 苑裡鎮, 12787, 8254, 21041, 38890
c12, 苗栗縣, 苗栗市, 25845, 15204, 41049, 74249
c12, 苗栗縣, 西湖鄉, 1975, 1337, 3312, 6382
c12, 苗栗縣, 通霄鎮, 9439, 5897, 15336, 29709
c12, 苗栗縣, 造橋鄉, 3616, 2359, 5975, 11027
c12, 苗栗縣, 銅鑼鄉, 4785, 3303, 8088, 15424
c12, 苗栗縣, 頭份市, 28607, 16747, 45354, 83617
c12, 苗栗縣, 頭屋鄉, 3572, 2202, 5774, 9390
c12, 連江縣, , 3599, 1925, 5524, 11205
c12, 連江縣, 北竿鄉, 713, 347, 1060, 2125
c12, 連江縣, 南竿鄉, 2094, 1064, 3158, 6461
c12, 連江縣, 東引鄉, 325, 225, 550, 1138
c12, 連江縣, 莒光鄉, 467, 289, 756, 1481
c12, 金門縣, , 26932, 14773, 41705, 122695
c12, 金門縣, 烈嶼鄉, 2711, 1293, 4004, 11676
c12, 金門縣, 烏坵鄉, 113, 46, 159, 567
c12, 金門縣, 金城鎮, 8177, 4455, 12632, 37815
c12, 金門縣, 金寧鄉, 5802, 3895, 9697, 28162
c12, 金門縣, 金沙鎮, 4266, 1966, 6232, 18560
c12, 金門縣, 金湖鎮, 5863, 3118, 8981, 25915
c12, 雲林縣, , 170393, 114101, 284494, 584480
c12, 雲林縣, 二崙鄉, 6035, 4230, 10265, 23367
c12, 雲林縣, 元長鄉, 5559, 3683, 9242, 22830
c12, 雲林縣, 北港鎮, 10470, 6854, 17324, 33958
c12, 雲林縣, 口湖鄉, 6409, 4123, 10532, 24193
c12, 雲林縣, 古坑鄉, 8316, 5364, 13680, 27477
c12, 雲林縣, 四湖鄉, 4509, 3123, 7632, 20983
c12, 雲林縣, 土庫鎮, 7060, 4803, 11863, 24412
c12, 雲林縣, 大埤鄉, 4704, 3339, 8043, 16509
c12, 雲林縣, 崙背鄉, 5759, 3820, 9579, 21050
c12, 雲林縣, 斗六市, 29976, 19543, 49519, 89761
c12, 雲林縣, 斗南鎮, 12689, 8180, 20869, 38138
c12, 雲林縣, 東勢鄉, 3613, 2464, 6077, 13239
c12, 雲林縣, 林內鄉, 4885, 3241, 8126, 15551
c12, 雲林縣, 水林鄉, 5377, 3703, 9080, 22508
c12, 雲林縣, 臺西鄉, 5471, 3451, 8922, 21125
c12, 雲林縣, 莿桐鄉, 7420, 5098, 12518, 24570
c12, 雲林縣, 虎尾鎮, 17512, 12095, 29607, 58167
c12, 雲林縣, 褒忠鄉, 3162, 2292, 5454, 11381
c12, 雲林縣, 西螺鎮, 11288, 7807, 19095, 38142
c12, 雲林縣, 麥寮鄉, 10179, 6888, 17067, 37119
c12, 高雄市, , 857170, 491490, 1348660, 2353342
c12, 高雄市, 三民區, 105825, 62821, 168646, 289519
c12, 高雄市, 仁武區, 26855, 15402, 42257, 73611
c12, 高雄市, 內門區, 3884, 2209, 6093, 13002
c12, 高雄市, 六龜區, 3037, 1953, 4990, 11501
c12, 高雄市, 前金區, 8879, 5187, 14066, 23928
c12, 高雄市, 前鎮區, 58902, 33299, 92201, 161797
c12, 高雄市, 大寮區, 34853, 19237, 54090, 97309
c12, 高雄市, 大樹區, 12360, 7416, 19776, 36772
c12, 高雄市, 大社區, 10157, 6617, 16774, 30046
c12, 高雄市, 小港區, 47424, 28577, 76001, 132733
c12, 高雄市, 岡山區, 31396, 17088, 48484, 81244
c12, 高雄市, 左營區, 62982, 33114, 96096, 161367
c12, 高雄市, 彌陀區, 6341, 3444, 9785, 16487
c12, 高雄市, 新興區, 16846, 9906, 26752, 44355
c12, 高雄市, 旗山區, 10513, 6610, 17123, 31996
c12, 高雄市, 旗津區, 8235, 4564, 12799, 24860
c12, 高雄市, 杉林區, 2899, 1789, 4688, 10607
c12, 高雄市, 林園區, 19699, 12191, 31890, 59129
c12, 高雄市, 桃源區, 1448, 715, 2163, 3498
c12, 高雄市, 梓官區, 11724, 6183, 17907, 31025
c12, 高雄市, 楠梓區, 55883, 31845, 87728, 153132
c12, 高雄市, 橋頭區, 12605, 6914, 19519, 32565
c12, 高雄市, 永安區, 4384, 2848, 7232, 12001
c12, 高雄市, 湖內區, 8678, 5207, 13885, 25729
c12, 高雄市, 燕巢區, 8895, 5268, 14163, 26012
c12, 高雄市, 田寮區, 1881, 1163, 3044, 6671
c12, 高雄市, 甲仙區, 1563, 957, 2520, 5417
c12, 高雄市, 美濃區, 11579, 6583, 18162, 35311
c12, 高雄市, 苓雅區, 56526, 31867, 88393, 146786
c12, 高雄市, 茂林區, 701, 376, 1077, 1615
c12, 高雄市, 茄萣區, 8596, 4999, 13595, 26212
c12, 高雄市, 路竹區, 15241, 9468, 24709, 43850
c12, 高雄市, 那瑪夏區, 1091, 506, 1597, 2424
c12, 高雄市, 阿蓮區, 7823, 5018, 12841, 24534
c12, 高雄市, 鳥松區, 14437, 8605, 23042, 39191
c12, 高雄市, 鳳山區, 112232, 62692, 174924, 300510
c12, 高雄市, 鹽埕區, 8007, 4481, 12488, 21617
c12, 高雄市, 鼓山區, 42789, 24371, 67160, 114979
c13, 全國, , 4763086, 5774556, 10537642, 19757067
c13, 南投縣, , 98462, 138563, 237025, 427089
c13, 南投縣, 中寮鄉, 3227, 3982, 7209, 13181
c13, 南投縣, 仁愛鄉, 2398, 4386, 6784, 12589
c13, 南投縣, 信義鄉, 2855, 4238, 7093, 13299
c13, 南投縣, 南投市, 20281, 28852, 49133, 84328
c13, 南投縣, 名間鄉, 8870, 10276, 19146, 33408
c13, 南投縣, 國姓鄉, 3596, 5452, 9048, 16597
c13, 南投縣, 埔里鎮, 14608, 23503, 38111, 68763
c13, 南投縣, 水里鄉, 3390, 4848, 8238, 15458
c13, 南投縣, 竹山鎮, 10910, 14061, 24971, 47034
c13, 南投縣, 草屯鎮, 19594, 26875, 46469, 82922
c13, 南投縣, 集集鎮, 2235, 3129, 5364, 9611
c13, 南投縣, 魚池鄉, 3070, 4159, 7229, 13958
c13, 南投縣, 鹿谷鄉, 3428, 4802, 8230, 15941
c13, 嘉義市, , 58391, 60171, 118562, 221553
c13, 嘉義市, 東區, 25763, 27911, 53674, 100647
c13, 嘉義市, 西區, 32628, 32260, 64888, 120906
c13, 嘉義縣, , 110830, 103993, 214823, 442775
c13, 嘉義縣, 中埔鄉, 8874, 8617, 17491, 39139
c13, 嘉義縣, 六腳鄉, 4734, 3723, 8457, 20821
c13, 嘉義縣, 大埔鄉, 974, 1125, 2099, 3999
c13, 嘉義縣, 大林鎮, 6763, 6675, 13438, 26922
c13, 嘉義縣, 太保市, 8074, 8157, 16231, 31568
c13, 嘉義縣, 布袋鎮, 5637, 5557, 11194, 23965
c13, 嘉義縣, 新港鄉, 8171, 6024, 14195, 27342
c13, 嘉義縣, 朴子市, 8989, 8484, 17473, 35191
c13, 嘉義縣, 東石鄉, 4475, 3938, 8413, 21915
c13, 嘉義縣, 梅山鄉, 4342, 4380, 8722, 17083
c13, 嘉義縣, 民雄鄉, 16033, 15073, 31106, 61209
c13, 嘉義縣, 水上鄉, 11291, 10944, 22235, 43857
