季度,股本,股價,營業收入,營業毛利,營業利益,業外損益,稅後淨利,ROE,ROA,EPS,BPS
5493,4.37,85.4,40.2,5,2.79,0.98,1.5,9.91,5.39,3.44,44.5
5498,19.2,18.8,10,0.92,-0.07,-0.16,-0.33,-1.58,-0.86,-0.17,9.8
5508,21.7,91,17.6,7.92,6.27,-0.14,4.91,7.18,2.65,2.26,25.32
5511,11.3,60.1,76.3,12.9,9.41,0.03,7.44,11.4,5.54,6.56,56.39
5512,76.6,8.74,49.1,9.97,5.69,-2.72,0.25,0.88,0.37,0.03,17.66
5514,23.6,17.8,0.04,0.03,-0.4,0.31,-0.09,-0.3,-0.15,-0.04,13.7
5515,20.2,24.7,50.4,8.11,5.15,2.15,5.87,12,6.49,2.91,24.01
5516,5.15,13.9,14.5,0.98,0.66,-0.44,0.18,4,0.5,0.34,8.76
5519,21.9,29,44.6,14.6,11.7,0.11,9.44,15.9,6.52,4.31,27.71
5520,6,86.9,31.2,7.61,5.76,0.45,4.75,16.8,11.8,7.92,47.18
5521,49.2,12.3,70.2,4.51,1.67,0.35,1.82,3.34,1.44,0.37,11.27
5522,78.2,63.5,96.5,33.6,20.4,-0.66,13.6,2.94,1.27,1.74,58.91
5523,15.5,30,0.04,0.03,-0.16,0.05,-0.12,-0.4,-0.24,-0.08,18.9
5525,31.8,31.1,3.48,1.61,-0.86,-0.02,-0.72,-1.38,-0.39,-0.24,16.51
5529,10.2,28.4,0.62,0.08,-0.73,-0.01,-0.74,-5.95,-1.52,-0.73,11.81
5530,42,58.4,31.5,18.7,7.18,2.21,8.24,3.07,1.1,1.96,65.63
5531,97.8,9.37,9.04,1.94,-5.68,3.12,-1.27,-2.49,-0.59,-0.13,9.99
5533,28.5,16.3,9.29,2.73,1.31,0.16,1.2,1.25,1.02,0.42,33.43
5534,29,82,32.2,14.5,11.6,-0.07,6.51,4.17,1.78,2.24,67.85
5536,6.2,663,305,56.1,41.7,2.51,25.3,19,9.16,20.35,100.14
5538,20.1,29.6,94,11.7,5.36,0.13,4.56,6.49,3.34,2.27,34.45
5543,4.55,20.3,22.2,2.77,-0.35,-0.38,-0.86,-7.84,-2.3,-1.9,9.17
5546,8.24,27.9,15.9,1.13,-0.79,-0.51,-0.87,-5.36,-2.17,-1.06,22.28
5548,5.79,24.3,17.9,1.81,0.66,0.17,0.66,6.03,2.91,1.16,18.92
5601,6.48,37.9,0.7,0.42,0.25,0.01,0.21,1.5,1.11,0.32,21.32
5603,10.5,20.5,10.3,1.22,-0.04,0.2,0.16,0.9,0.66,0.15,17.61
5604,10.9,37.5,1.19,0.97,0.81,0.05,0.69,3.18,2.53,0.63,19.12
5607,37.1,48.1,30,15.2,11.4,-2.32,7.88,7.42,2.92,2.13,29.17
5608,38.9,16.7,23.3,0.63,-1.57,0.8,-0.54,-1.09,-0.54,-0.14,23.24
5609,14.3,77.9,218,30.5,9.89,0.46,8.63,14.3,9.19,6.13,40.52
5701,14.3,4.82,3.87,1.86,-0.23,-0.3,-0.53,-9.64,-2.12,-0.37,3.56
5703,7.02,16.1,3.04,1.17,0.07,0.01,0.06,1.22,0.63,0.09,7.05
5704,3.89,27.9,2.13,0.76,-0.04,0.11,0.04,0.77,0.61,0.11,13.95
5706,8.49,56.3,23.9,3.53,1.71,1.02,2.28,12.2,6.71,2.69,21.92
5864,45.4,13,7.19,7,5.08,0.41,5.31,7.17,5.47,1.17,16.63
5871,171,120,734,485,202,20.5,150,8.54,1.62,8.45,92.86
5876,486,43.4,403,-,-,-,124,5.41,0.59,2.56,40.66
5878,2.5,41.8,6.42,1.13,0.35,0.25,0.53,9.94,6.74,2.11,20.82
5880,-,24.9,-,-,-,-,-,-,-,-,-
5902,9.45,45.8,17.8,4.27,2.02,0.09,1.69,13.6,10.1,1.79,13.21
5903,22.3,199,812,297,14.5,2.19,12.3,12.1,1.63,5.51,39.76
5904,10.6,473,187,83.1,27,0.32,21.9,30.6,7.57,20.56,67.19
5905,28.2,11.1,7.88,5.69,-1.18,0.08,-1,-3.19,-1.38,-0.36,10.11
5906,3.57,49.3,12,6.71,0.26,0.09,0.28,3.29,1.26,0.78,16.68
5907,19.6,6.2,20.5,17.4,-2.18,-3.74,-5.94,-13.6,-2.63,-3.04,20.09
6005,217,21.7,139,96.3,31.8,20.3,40.5,9.57,1.4,1.87,20.06
6015,39.2,10.9,9.6,8.59,-0.24,1.44,1.01,1.88,0.68,0.26,13.63
6016,68.7,12,26.8,21.3,6.11,2.45,7.61,7.45,1.63,1.11,15.52
6020,25.2,18.8,1.89,1.61,0.34,0.52,0.82,1.65,1.08,0.33,20.47
6021,31.3,20.7,14.3,12.3,6.64,0.75,7.56,8.76,2.78,2.46,28.68
6023,32,84.7,26.8,8.42,-8.2,32.7,20.1,11.6,1.19,6.43,58.8
6024,25,49,23.2,12.4,0.17,11.6,9.63,10.8,1.47,4,40.07
6026,39.6,11.3,7.35,6.72,2.61,0.64,2.76,4.84,2.13,0.7,14.29
6101,11.5,37.6,8.88,0.43,-0.01,-0.39,-0.37,-3.28,-2.7,-0.32,9.74
6103,1.36,43.2,0.69,0.07,-0.05,-0.09,-0.13,-8.07,-7.7,-0.94,11.01
6104,9.11,132,30.7,15,5.52,-0.6,4.21,20.1,12.2,4.65,24.11
6108,15.7,14.5,31.5,2.15,-2,0.7,-1.43,-4.16,-2.03,-0.91,20.18
6109,6.78,10.2,5.61,1.08,-0.61,-0.06,-0.66,-11,-6.83,-0.98,8.25
6111,10.9,49.8,48.6,14.2,-3.49,1.33,-1.23,-4.01,-1.38,-1.19,22.07
6112,18.8,54.5,162,22.7,3.52,0.04,2.27,4.77,1.79,1.2,22.18
6113,5.25,23.1,4.75,0.9,0,-0.07,-0.07,-1.2,-0.73,-0.13,10.15
6114,4.39,34.5,7,1.03,0.49,0.73,0.88,5.94,3.89,2.01,36.05
6115,18.8,48.3,56.1,9.18,5.76,0.05,3.81,7.25,4.52,2.03,26.09
6116,294,7.34,86.6,-12.3,-23.4,11,-13.1,-3.89,-2.95,-0.46,11.59
6117,9.15,92.1,23.9,7.24,3.34,-0.51,2.03,10.4,4.32,2.21,21.96
6118,9.09,19,73.2,3.48,0.18,0.01,0.16,1.4,0.47,0.17,12.31
6120,59.9,10.9,131,6.33,-1.83,1.45,-1.13,-1.26,-0.67,-0.17,13.94
6121,18.5,384,584,89,52.1,12.6,39.3,11.5,6.4,21.26,203.34
6122,7.81,49.5,30.1,4.39,3.44,-0.03,2.67,14.5,5.69,3.44,24.07
6123,6.21,51.9,39.1,5.32,2.08,0.19,1.23,9.11,4.8,1.98,24.89
6124,18.2,28.8,14.3,0.92,-0.97,-0.55,-1.57,-4.75,-3.31,-0.86,16.47
6125,25.9,74.3,23.7,4.45,-3.28,1.23,0.33,-3.49,-1.74,0.13,16.88
6126,12.8,25.3,29.3,6.99,1.8,0.45,0.84,2.96,1.94,0.66,26.01
6127,10.8,20.5,7.44,1.06,-1.42,2.86,0.98,8.59,2.81,0.91,10.66
6128,12.8,29.3,39.5,15.5,1.25,-13.4,-12.1,-34.4,-16.1,-9.5,20.95
6129,18.1,13.8,7.97,2.65,-2.02,0.37,-1.75,-9,-7.53,-0.97,9.1
6130,4.43,41.2,1.18,0.38,-0.47,-0.15,-0.47,-8.01,-6.04,-1.06,12.9
6133,11.7,16.5,10.1,2.32,0.86,-0.23,0.41,3.06,1.91,0.35,12.47
6134,8.19,23.1,13.8,3.36,0.07,0.09,0.11,0.71,0.4,0.14,11.85
6136,11.6,23,4.58,1.3,-0.2,1.22,1.09,3.01,2.81,0.95,29.03
6138,7.47,189,55.6,19.5,9.32,0.53,6.76,17.6,12.9,9.27,49.65
6139,23.4,341,516,73,59.6,5.82,40.5,23.9,7.13,17.33,67.94
6140,5.49,40.2,18.8,1.48,-0.44,-0.37,-0.64,-11.1,-3.93,-1.16,9.77
6141,11.3,12.9,13.8,1.41,-1.46,-1.07,-2.26,-25.6,-4.98,-1.99,8.91
6142,33.1,9.77,14.3,1.62,-1.13,0.59,-0.55,-1.85,-1.34,-0.17,8.84
6143,8.61,124,59.5,13.1,6.86,-1.04,3.2,9.75,6.04,3.72,32.86
6144,3.83,20.8,1.27,0.51,-0.17,0.06,-0.11,-3.45,-2.97,-0.28,8.09
6146,10.2,172,33.6,15.2,10.5,-0.01,8.07,14.3,11,7.92,52.32
6147,74.5,54.3,161,34.5,18.9,3.8,19.4,4.19,3.76,2.62,61.41
6148,4.66,50.3,5.83,1.34,0.31,0.11,0.34,5.67,2.76,0.72,12.35
6150,4.83,73.7,56.9,4.46,1.48,-0.46,0.75,4.98,1.81,1.55,31.45
6151,5.53,30.1,12.7,2.71,1.03,-0.27,0.59,5.89,3.64,1.06,17.44
6152,16.8,9.19,11.1,1.58,-2.3,0.25,-2.04,-14.7,-7.23,-1.22,7.5
6153,63.6,14.5,42,-9.3,-17.2,-0.83,-18,-17.8,-10.3,-2.86,15.7
6154,8.01,14.2,29.7,4.7,0.14,0.04,0.15,1.23,0.78,0.19,15.42
6155,8.8,22.8,4.76,1.18,0.27,0.18,0.36,2.2,1.56,0.41,18.02
6156,10.8,25.3,37,6.18,0.68,0.51,0.18,2.1,1.01,0.17,20.24
6158,5.57,23.9,13.9,3.62,0.09,0.29,0.34,2.95,1.43,0.62,19.21
6160,6.85,21.6,9.03,3.59,-0.39,-0.08,-0.38,-5.22,-3.17,-0.55,10.02
6161,5.62,43.5,10.5,3.61,1.24,0.17,1.11,8.63,6.74,1.97,21.9
6163,14.2,22.3,38.6,7.84,-0.17,-0.1,-0.23,-0.9,-0.38,-0.17,18.69
6164,8,10.3,5.76,2,0.15,-0.02,0.02,0.16,0.1,0.02,11.04
6165,7.78,54.4,24.1,6.99,2.68,-0.01,2.3,15.2,8.37,3.02,20.86
6166,21.8,64.3,86.8,30.8,4.54,-0.41,3.31,5.97,2.51,1.52,24.46
6167,14.6,12.8,9.14,0.7,-0.9,0.91,0.01,0.06,0.05,0.01,11.43
6168,20.6,18.9,15.7,4.22,0.08,-0.01,0.09,0.04,0.03,0.04,14.59
6169,2.34,20.6,0.26,0.13,-0.52,0.06,-0.46,-17.2,-10.9,-1.98,10.5
6170,9.73,51.1,24.2,7.6,2.51,1.6,3.29,16.7,6.74,3.38,20.36
6171,10,32.7,11.6,5.43,4.93,0.03,3.83,15.5,8.51,3.83,25.37
6173,17.2,40.2,31.1,7.31,5.05,-0.42,3.63,5.16,4.43,2.12,42.43
6174,5,20.5,4.52,1.57,0.31,-0.07,0.2,3.06,2.24,0.4,12.86
6175,15.1,36.9,31.5,7.4,5.04,-0.06,2.93,8.56,6.4,1.96,24.89
6176,46.5,140,372,79.8,47.8,3.35,34.3,9.6,5.23,7.41,72.99
6177,47.2,46.4,27.5,3.92,0.61,-0.97,-1.02,-0.96,-0.22,-0.22,19.11
6179,11.5,29.7,28.7,2.58,0.88,-0.42,0.41,1.15,0.35,0.36,19.58
6180,17.5,64.8,70.4,20.6,-0.56,0.58,0.79,1.1,0.71,0.44,26.2
6182,57.4,24.7,73.9,16.9,3.81,0.09,-0.31,1.14,0.82,-0.05,25.48
6183,15,96.6,19.6,8.66,5.27,0.2,4.53,16.8,10.2,3.02,17.82
6184,16.2,51,16.2,8.54,4.68,0.26,3.83,7.88,4.89,2.57,31.21
6185,15,15.9,3.98,1.06,-0.64,0.82,0.22,1.03,0.91,0.15,14.09
6186,19.5,63.7,91.4,25.5,17.9,0.42,14.7,32.9,7.77,7.56,26.06
6187,9.7,381,44.8,23.7,13.9,0.58,11.6,17.1,12.8,12.1,71.77
6188,27.8,103,69.6,20.5,8.09,1.98,7.7,6.4,4.54,2.77,44.37
6189,26.4,60.6,226,20,11.6,-4.59,4.79,8.27,3.45,1.82,22.56
6190,18.6,43,65.6,11.3,4.68,-0.13,2.76,8.24,4.35,1.64,19.63
6191,49.9,112,244,48.8,27.9,5.44,23.8,10.1,4.79,5.02,48.17
6192,9.62,104,53.4,18,9.27,-0.05,7.37,10.3,6.38,7.66,75.01
6194,4.8,33.8,10.8,1.7,1.04,0.1,0.88,4.55,3.81,1.84,39.26
6195,5.02,28.4,16.1,9.04,0.68,-0.11,0.46,3.5,1.27,0.91,25.57
6196,21.8,230,369,41.1,16.3,13.6,24.7,17.7,4.89,12,69.37
6197,12.2,157,57.3,19.2,11.3,-0.95,7.45,17.3,10.2,6.1,35.7
6198,17.1,30,0,0,-0.3,0.15,-0.21,-0.44,-0.34,-0.12,27.85
6199,6.18,104,1.37,0.76,0.25,0.14,0.28,3.12,2.61,0.45,14.51
6201,8.92,59.4,25.9,6.2,3.2,0.25,2.73,9.78,7.52,3.06,30.54
6202,23,40.3,23.8,9.06,0.88,0.4,1.4,3.96,2.68,0.62,16.54
