季度,股本,股價,營業收入,營業毛利,營業利益,業外損益,稅後淨利,ROE,ROA,EPS,BPS
1101,755,23.6,1094,201,85.6,-156,-92.4,-3.5,-1.75,-1.28,29.05
1102,355,38.9,531,87.3,66.1,34.1,80.9,4.16,2.57,2.42,49.06
1103,79,13.8,22.4,3.62,-0.38,5.27,4.79,2.44,1.44,0.73,27.67
1104,68.7,28.5,57.8,12.2,8.12,6.24,12.4,5.25,4.29,1.8,33.81
1108,40.5,14.9,34.3,7.1,10.4,-0.13,8.16,15,7.9,2.02,14.06
1109,34.1,16.1,33.1,5.45,3.32,0.88,2.72,3.03,2.74,0.8,23.8
1110,57.2,17.9,21.4,3.2,1.9,0.48,1.64,2.04,1.54,0.29,16.56
1201,50.6,15.7,167,45.6,3.73,-0.15,2.16,2.85,1.22,0.43,14.78
1203,24,40,43.4,15.2,7.46,-0.27,3.03,7.3,5.03,1.28,25.69
1210,89.5,57.5,750,108,34.2,1.28,22.4,7.98,3.83,2.67,29.61
1213,5.66,12.6,2.27,-0.05,-0.34,0.02,-0.37,-5.32,-4.65,-0.65,11.72
1215,29.5,128,209,45,28.4,1.23,23.4,20.3,7.79,7.94,39.43
1216,568,80.4,5152,1725,308,50.1,167,12.9,3.68,2.93,22.47
1217,49.5,10.8,40.3,11.1,1.09,0.71,1.54,1.97,1.07,0.31,15.2
1218,50,19,77.3,13.9,3.58,1.73,5.2,4.08,3.57,1.07,26.09
1219,34.1,14,106,8.62,-0.38,0.06,0.86,-0.75,-0.35,0.25,13.23
1220,17.7,13.3,24.1,2.75,0.38,0.21,0.23,1.64,1.23,0.13,13.29
1225,24.2,30.8,90,8.44,3.63,0.39,2.72,7.82,3.57,1.12,15.6
1227,91.5,31.2,203,51.1,10.1,1.23,8.5,4.72,3.17,0.94,19.66
1229,180,47.2,97.6,26,16.2,30.6,35.9,5.71,4.59,2,31.93
1231,29.8,139,94.9,18.8,7.25,0.85,6.69,10,4.62,2.24,22.66
1232,16,150,158,20.8,12,0.26,9.34,17,10.9,5.84,34.4
1233,9.06,30.8,16,9.53,0.54,0.05,0.5,3.55,2.18,0.55,14.76
1234,40.2,39.5,73.1,21.1,2.97,4.9,6.32,3.37,2.64,1.57,46.52
1235,15.7,63,1.2,0.33,0.05,0.2,0.72,0.56,0.31,0.59,73.87
1236,8.67,21.9,13.8,3.52,-0.23,0.09,-0.2,-0.78,-0.5,-0.23,28.93
1240,4.42,61.5,20.5,2.99,1.1,0.65,1.7,11.1,7.74,3.84,32.85
1256,3.38,134,32.4,9.26,4.36,0.14,3.15,9.2,7.14,9.32,101.24
1259,3.24,57.1,45.3,10.1,-0.19,0.53,0.33,1.28,0.54,1.03,97.98
1264,3.71,307,50.1,16.4,8.73,0.15,5.91,16.1,12.1,15.94,92.96
1268,4.22,156,46.2,21.1,4.13,-0.08,3.25,14.5,4.59,7.7,52.42
1294,3.1,78.2,5.65,2.08,1.27,0,1.02,12.6,9.2,3.37,26.15
1295,3.45,126,7.54,4.13,1.65,-0.05,1.34,11.4,5.15,4.07,36.84
1301,637,38.2,1343,46.2,-51.4,-21.9,-71.8,-2.47,-1.46,-1.13,45.85
1303,793,36.7,1954,156,23.7,-17.6,-4.07,-0.07,-0.04,-0.05,41.48
1304,119,10.3,342,8.17,-22.2,-27.9,-19.8,-11.3,-6.58,-1.85,16.88
1305,58.1,11.3,73.9,-3.62,-10.7,-0.99,-7.77,-9.44,-4.74,-1.34,13.49
1307,39.8,32.6,82.5,26,11.9,-1.38,7.99,8.1,4.65,2.01,23.73
1308,59.4,12,43.4,1.58,-0.29,-6.61,-6.86,-6.25,-5.3,-1.16,17.61
1309,39.8,11.1,115,4.93,-3.02,-1.42,-3.71,-6.2,-3.99,-0.93,14.26
1310,52.8,8.83,69.6,-4.16,-5.46,0.1,-4.97,-6.89,-5.11,-0.94,12.84
1312,111,9.75,158,-11.9,-30,-4.06,-31.6,-9.49,-5.11,-2.86,25.6
1313,135,9.73,441,9.52,-9.39,2.43,-7.44,-2.51,-1.32,-0.56,22.32
1314,378,7.2,159,-11.1,-24.4,-1.79,-28.4,-3.67,-2.1,-0.75,20.07
1315,9.91,65.7,17.5,2.27,-0.46,1.2,0.94,1.04,0.96,0.99,98.37
1316,36.7,13.9,28.2,12.3,3.17,5.01,-2.32,4.91,2.53,-0.71,12.17
1319,59.1,99.6,186,62.4,34.3,-1.64,25.8,9.58,7.13,4.36,45.18
1321,22.7,36.4,27.4,2,-0.68,-0.12,-1.62,-2.74,-1.4,-0.74,26.34
1323,9.13,19.8,15.3,1.95,-0.09,0.21,0.05,0.21,0.11,0.06,27.01
1324,7.51,11,5.52,0.8,-0.5,0.01,-0.5,-5.36,-4.38,-0.66,11.9
1325,8.53,29,2.28,-0.34,-0.68,-0.02,-0.55,-2.13,-2.05,-0.65,30.27
1326,586,27.5,2220,67,-31.8,-19.9,-55,-1.76,-1.11,-0.94,47.89
1336,7.76,18,18.9,3.11,1.1,-0.14,0.47,2.52,1.52,0.6,22.9
1337,26.9,5.33,5.02,-0.91,-2.96,-0.37,-3.32,-8.57,-5.38,-1.24,13.44
1338,8.38,22.7,38.8,9.24,-0.27,-0.98,-1.63,-2.37,-1.4,-2,68.61
1339,7.41,46.9,12.9,4.5,2.23,-0.97,0.83,1.87,1.49,1.12,52.9
1340,15.3,6.45,0.33,-0.25,-1.04,-0.06,-1.45,-5.07,-4.61,-0.95,17.8
1341,5.29,63.5,18.8,4.23,1.94,-0.24,1.23,9.36,5.41,2.32,22.29
1402,535,28.9,1853,386,137,24.2,54.2,3.87,1.79,1.08,41.7
1409,162,13.8,294,52,15.2,14.2,15.6,3.9,0.91,0.97,24.63
1410,6.2,35.2,1.43,0.41,-0.08,0.42,0.26,1.73,1.46,0.41,16.85
1413,13.2,11.4,16.6,1,0.64,-0.01,0.56,5.12,2.26,0.43,8.54
1414,22,17.9,3.59,0.44,-0.12,0.41,0.26,0.83,0.61,0.12,14.11
1416,18.5,11.6,2.49,0.83,-0.12,1.47,1.2,2.97,2.22,0.65,22.62
1417,19,8.16,2.37,1.25,-0.43,0.77,0.34,1.45,1.18,0.18,12.39
1418,5.68,21.4,0.04,0,-0.58,-0.64,-1.21,-9.8,-2.3,-2.24,21.7
1419,30,55.3,32.5,8.56,2.73,7.88,10.1,6.15,4.36,3.37,57.83
1423,9.96,37.7,0.67,-0.09,-0.54,4.51,4.05,11.3,10.6,4.06,39.53
1432,10.8,17,10.3,4.47,-0.17,-0.32,-0.39,-4.39,-0.9,-0.36,9.02
1434,168,16,214,24.3,6.45,-0.19,4.85,1.3,0.93,0.29,22.35
1435,14,30.4,0.04,0.03,-0.39,0.03,-0.36,-3.14,-2.7,-0.26,8.04
1436,17.3,83.9,36.9,18.5,14.9,-1.37,10.6,15.7,5.01,6.01,33.91
1437,20.3,31.4,6.93,3.96,3.22,0.67,3.25,3.91,2.37,1.6,40.79
1438,11.1,38,0.21,0.09,-0.2,-0.8,-1,-3.43,-0.74,-0.9,25.63
1439,9.2,29.6,5.16,1.42,0.82,1.18,1.92,5.98,3.32,2.09,31
1440,166,13.4,111,8.11,-4.34,2.88,-0.66,-0.09,-0.05,-0.04,16.56
1441,7.17,11.6,11.4,1.03,-0.1,-0.09,-0.19,-3.66,-1.13,-0.26,6.54
1442,36.6,61.4,26.9,13.2,10.7,0.02,9.12,11.2,6.4,2.49,21.32
1443,13.5,30.2,7.51,3.67,2.71,-1.97,0.71,3.45,0.8,0.52,16.91
1444,99.6,6.55,53.4,1.03,-3.3,-5.24,-6.75,-6.65,-3.81,-0.68,9.86
1445,13.1,14.6,5.79,0.75,-0.47,-0.11,-0.74,-3.15,-1.98,-0.56,17.48
1446,13.8,21.3,9.88,4.63,3.56,-0.63,2.82,10,8.41,2.05,20.56
1447,91,5.87,212,0.93,-4.61,-1.73,-5.32,-5.69,-2.88,-0.61,9.33
1449,12.7,12.3,18.1,2.41,-0.65,0.76,-0.3,-1.13,-0.38,-0.28,17.37
1451,19.8,18.2,46.9,5.13,0.61,2.65,2.87,3.99,3.4,1.45,36.58
1452,13.3,12.4,10.5,0.25,-0.44,0,-0.45,-1.64,-1.55,-0.34,20.25
1453,11.3,13.3,0.01,0.01,-0.24,0.29,0.05,0.36,0.2,0.05,12.73
1454,13,14.5,11.8,0.32,-0.87,-0.17,-0.85,-5.67,-4.3,-0.7,11.77
1455,53.2,9.03,49.9,-1.2,-3.79,-0.39,-3.51,-5.73,-3.45,-0.66,11.19
1456,9.37,12.4,6.22,2.26,1.34,-2.16,-0.84,-5.36,-0.67,-0.9,16.36
1457,31.7,17,23.4,2.44,3.86,-0.86,1.02,2.71,1.35,0.44,22.2
1459,35.9,11.7,8.18,0.99,0.35,3.38,1.9,5.81,4.01,0.6,10.36
1460,69.5,6.24,54.7,7.87,-0.95,-0.44,-1.82,-3.22,-1.55,-0.27,8.14
1463,17.3,20,7.43,1.67,1.09,1.01,1.32,5.62,4.47,0.78,15.69
1464,42.6,12,93.3,18,2.81,-2.41,0.13,-1.66,-0.57,0.03,11.55
1465,10.4,13.2,2.78,-0.09,-0.5,-0.38,-0.53,-3.31,-2.93,-0.51,15
1466,11.1,15.6,19.4,1.72,-0.27,-0.44,-0.68,-4.06,-1.77,-0.61,14.01
1467,23.4,7.74,38.6,6.88,-0.27,-1.1,-1.84,-6.77,-2.25,-0.79,11.64
1468,16,14,6.46,0.73,-0.07,-0.03,-0.07,-0.48,-0.23,-0.04,8.38
1470,8.58,20.9,5.92,1.3,0.45,-0.12,0.28,2.74,2.34,0.32,11.37
1471,15,10.1,1.49,0.14,-0.71,0.63,-0.08,-0.51,-0.47,-0.05,9.5
1472,5.25,92.2,27.3,4.11,3.1,0.04,2.68,12.6,5.41,5.1,42.3
1473,14.6,26,54.4,8.77,1.41,0.07,1.12,2.84,2.04,0.77,25.64
1474,13,12.4,21.7,2.6,0.2,0.14,0.37,1.66,0.94,0.29,16
1475,6.6,36.5,11.1,2.61,1.96,-0.66,0.94,6.15,4.15,1.43,22.17
1476,27.4,407,287,80.9,53.2,-3.11,39.3,13.9,11.4,14.33,101.18
1477,24.7,269,265,64.4,36.1,-0.95,27.4,20,12.3,11.13,52.69
1503,52.1,184,275,61,36.2,0.06,28.5,7.77,5.06,5.46,69.75
1504,238,63.2,438,105,43,14.3,41.9,5.09,3.37,1.98,37.41
1512,9.82,8.24,8.29,2.78,-0.16,0.2,0.04,0.62,0.15,0.04,6.23
1513,50.3,164,203,51.5,37.3,-0.03,29.6,15.1,6.06,5.99,39.77
1514,27.3,106,74,13.5,6.95,0.47,5.92,10.1,4.88,2.19,22.17
1515,18.1,29.9,36.2,4.52,-0.35,0.09,-0.15,-0.48,-0.24,-0.08,20.56
1516,4,14.7,0.56,0.03,-0.09,0.13,0.04,1.93,1.87,0.1,5.22
1517,22.3,10.4,15.3,0.56,-2.26,0.48,-1.48,-3.96,-3.25,-0.66,15.3
1519,31.6,615,163,64.7,36.7,-0.41,27.4,30.7,11.6,8.68,27.74
1521,7.62,25.3,26.5,4.25,0.72,-0.39,0.26,1.41,0.91,0.34,23.85
1522,31.3,42.6,161,41,11.9,-5.7,4.26,4.44,1.41,1.17,28.17
1524,16.5,28.6,19.2,5.36,3.09,-0.47,2.12,7.07,4.08,1.28,17.48
1525,7.34,65.7,9.01,1.14,0.2,1.88,1.82,3.74,3.22,2.48,64.78
1526,6,18.3,6.11,1.2,-0.4,0.39,-0.03,-0.19,-0.11,-0.04,22.53
1527,13.9,34.8,23,5.03,1.71,0.12,1.45,3,2.65,1.04,34.24
1528,19.1,15.8,21.2,6.56,0.42,-1.32,-1.01,-4.65,-1.95,-0.53,11.23
1529,15.5,25.6,6.81,1.31,0.54,1.14,1.5,8.63,4.6,0.97,11.69
1530,9.46,28.3,14.6,1.95,-0.75,-1.82,-2.68,-7.79,-4.49,-2.81,32.97
1531,18.2,12.1,11.6,2.36,-0.22,-0.2,-0.42,-1.16,-0.97,-0.23,19.31
1532,42.3,25.8,121,28.9,9.53,-0.59,3.43,3.17,1.15,0.81,34.95
1533,9.85,30.7,28,8.3,0.56,-0.41,-0.14,0.08,0.03,-0.14,21.93
1535,12.4,55.9,86.8,7.46,3.11,1.1,3.45,9.36,4.89,2.79,29.31
1536,27.9,62,35.6,1.8,-2.79,-2.93,-5.73,-6.79,-2.62,-2.05,28.44
1537,8.21,136,50.2,10.5,6.4,0.1,4.73,10.7,7.89,5.76,50.33
1538,3.23,27.1,0.93,0.19,-0.38,0.27,-0.12,-6.93,-4.47,-0.36,4.57
1539,6.54,18.7,10.5,1.01,0.29,-0.34,-0.05,-0.33,-0.24,-0.08,24.11
1540,8.55,26.9,4.05,1.33,0.78,-0.18,0.46,3.14,2.7,0.54,16.73
1541,7.88,26.6,28.8,5.21,1.86,-0.7,1.04,5.17,3.22,1.32,25.68
1558,6.65,97.2,64.7,17.2,6.24,0.39,2.84,5.52,3.68,4.27,77.48
1560,14.7,332,59.8,19,9.67,1.02,8.81,11.8,7.62,6.02,51.46
1563,23.1,51.1,53.3,11.8,5.09,-0.98,3.32,3.56,1.86,1.47,39.51
1565,5.04,152,31.7,7.78,4.54,-0.18,3.37,5.2,4.31,6.69,127.25
1568,10.3,23.3,7.92,2.51,1.21,-0.1,0.91,4.72,3.93,0.88,17.83
1569,13.3,56,25,0.15,-3.95,-1.09,-5.58,-18.2,-8.52,-4.54,20.2
1570,5.15,23.6,4.2,1.07,0.47,-0.04,0.34,3.33,2.92,0.66,19.47
1580,4.93,141,36.5,15.4,7.06,0.43,4.66,15.6,11.6,9.37,59.42
1582,14.4,69.2,65.6,16,6.44,0.92,4.3,6.08,3.63,2.98,47.43
1583,10.9,52.3,29.1,5.13,-1.21,-6.4,-6.32,-10,-5.36,-5.75,50.08
1584,23.2,24.6,19.6,2.19,0.44,0.08,0.54,0.96,0.63,0.23,20.75
1586,10.7,27.4,16.6,1.92,-0.68,0.11,-0.45,-2.67,-1.19,-0.46,18.13
1587,8.01,33.1,18.7,3.65,0.43,-0.12,0.2,1.28,0.56,0.24,18.63
1589,13.3,22.5,58.5,4.09,-4.01,-2.13,-6.73,-7.73,-2.6,-5.06,58.42
1590,20,814,253,115,74.6,2.24,60.7,12.7,10.4,30.36,239.44
1591,3.8,50.2,0.85,-0.08,-0.79,-0.02,-0.79,-15.9,-14.3,-2.09,13.06
1593,3.98,30,8.92,2.8,0.85,0.15,0.51,5.25,3.55,1.28,32.08
1595,5.42,37.3,5.04,1.37,-0.86,-0.12,-0.98,-3.53,-2.33,-1.81,50.46
1597,8.93,84.2,8.05,3.37,0.75,-0.08,0.44,1.86,1.05,0.5,26.96
1598,17.9,21.6,44.5,17.4,-1.8,-1.42,-2.07,-4.99,-2.27,-1.23,26.47
1599,7.45,31.5,14.6,2.97,-0.8,0.22,-0.34,-2.48,-1.77,-0.47,26.82
1603,19.2,39.2,40.9,5.97,4.84,1,4.81,6.61,4.22,3.03,46.51
1604,38.4,24.9,69.5,13.2,3.84,1.98,4.7,5.7,2.81,1.29,22.71
1605,443,22.1,1324,90.4,8.07,5.46,21.7,1.05,0.59,0.52,35.05
1608,63.3,28.3,86.2,9.27,7.35,15.2,20.1,21.5,14,4.75,21.82
1609,78.5,39,230,32.4,20.2,-0.93,12.7,7.93,2.56,1.62,21.26
1611,32.3,12.9,8.18,2.46,0.45,-0.13,0.31,0.7,0.57,0.1,13.17
1612,31.6,36.7,59,8.52,6.64,1.73,6.93,8.92,7.8,2.19,25.06
1614,26.9,37.9,42,7.94,1.57,0.37,1.71,3.05,2.45,0.66,21.64
1615,19.7,50.9,41.3,9.02,7.31,0.91,6.57,17.6,12,3.34,19.78
1616,19.4,36.1,40.6,6.33,4.45,0.92,4.21,18.9,9.54,2.22,11.88
1617,17,15.5,24.5,1.82,-0.01,-0.36,-0.64,-3.03,-1.87,-0.38,12.23
1618,19.3,48.4,38.3,7.15,5.97,1.87,6.28,10.2,7.87,3.26,32.47
1626,15,11.9,63.5,12.3,-0.72,0.14,-0.46,-1.61,-0.54,-0.3,18
1702,29.4,40.2,173,42.7,4.52,1.31,2.08,2.43,1.07,0.84,42.92
1707,14.8,128,72.5,54,14,0.99,7.73,10.3,8.08,5.22,68.53
1708,24.9,31.3,45.2,14.1,8.04,-0.96,5.48,7.73,4.15,2.2,27.82
1709,47.7,17.4,69.6,9.83,4.61,0.67,4.13,4.45,3.32,0.87,18.53
1710,88.6,12.2,173,2.76,-5.65,-1.87,-5.11,-5.33,-2.16,-0.58,11.34
1711,54.8,17.6,57.3,11.1,-1.01,-0.11,-0.96,-1.29,-0.86,-0.18,14.88
1712,42,42.1,142,44,10.4,-0.5,8.7,10.4,5.75,2.07,19.64
1713,15.1,51.4,3.24,0.12,-0.64,4.67,3.86,9.71,9.26,2.56,23.88
1714,99.2,7.8,169,15,6.24,5.06,3.65,4.83,3.43,0.37,11.84
1717,117,34.3,306,62.1,12.9,5.28,12.8,4.7,2.16,1.09,22.42
1718,169,6.46,321,125,46.2,20,2.55,6.08,0.52,0.19,16.5
1720,17.9,56.5,52.4,21.7,10.1,1.09,6.98,10.5,8.25,3.91,33.29
1721,18.5,12.5,13.7,-0.5,-1.88,-0.22,-2.08,-11.3,-6.32,-1.12,9.45
1722,98,52.3,93.6,11.7,2.79,10.7,10.9,1.99,1.34,1.11,55.26
1723,23.7,84.9,45.1,8.72,4.41,1.31,4.96,6.24,4.39,2.14,33.12
1725,18.2,28.9,62.4,2.95,1.28,1.35,2.48,4.24,2.98,1.37,33.96
1726,16.2,75.9,72.8,19,8.35,0.5,6.93,6.82,5.94,4.28,62.04
1727,12.5,32.7,14.9,1.59,0.01,0.03,0.04,0.17,0.11,0.03,16.68
1730,6.32,53.3,18.1,9.19,2.86,0.26,2.16,11.5,9.13,3.42,30.84
1731,13.3,21.8,11.7,7.42,1.77,0.07,1.46,6.95,4.63,1.1,15.68
1732,4.24,28.3,5.06,2.08,0.34,-0.11,0.16,3.23,2.43,0.37,11.48
1733,10,29.9,15.1,4.06,1.07,0.24,1.13,6.2,4.77,1.13,18.15
1734,19,31.6,24.9,10.7,3.21,-0.25,2.64,7.17,4.11,1.39,17.39
1735,9.94,15.5,17.4,3.06,0.45,-0.17,0.2,1.32,0.63,0.2,14.74
1736,30.3,158,350,181,17,0.11,10.4,8.87,2.35,3.41,37.28
1737,20,32.6,24.9,10.2,3.42,-0.17,2.57,3.76,3.02,1.28,33.23
1742,9.27,15.2,0.9,0.24,-0.62,-0.21,-0.81,-6.01,-4.91,-0.87,14.1
1752,10.1,36.2,16.5,5.88,2.33,-0.18,1.71,7.03,4.49,1.69,24.03
1760,8.57,71,15.2,8.31,2.35,-0.15,1.42,7.4,4.47,1.65,22.18
1762,7.69,27.4,6.91,0.81,-1.57,0.34,-1.03,-3.12,-2.23,-1.84,41.78
1773,30,135,85.2,29.3,17.7,0.71,15,14.8,9.43,5.01,35.27
1776,6.01,15.5,7.69,1.19,0.06,0.06,0.03,-0.35,-0.21,0.05,13.77
1777,4.46,78,9.77,3.19,2.24,-0.05,1.7,6.72,6.11,3.81,55.92
1781,4.74,14,2.81,0.57,-0.45,-0.14,-0.53,-14.7,-7.19,-1.12,6.95
1783,8.97,43.9,5.87,3.98,1.75,0.28,1.82,12.7,11,2.02,16.43
1784,5.31,75.1,8.93,4.9,-0.11,0.26,0.37,-0.11,-0.08,0.73,24.98
1785,59.6,55.1,282,38.5,28.1,-18.7,7.53,5.34,2.35,1.27,22.98
1786,7.22,96.9,6.35,4.49,1.4,-0.27,0.99,5.19,3.99,1.38,26.6
1788,4.45,139,31.9,8.37,3.19,0.27,2.78,9.31,5.58,6.24,66.51
1789,79.1,17.6,21.6,7.63,1.01,0.23,0.96,0.89,0.79,0.12,13.9
1795,26.7,208,142,84.4,44.1,-0.09,36,16.6,9.03,13.82,84.35
1796,4.15,51.2,5,1.34,0.27,-0.12,0.13,1.64,1.08,0.31,19.31
1799,12.5,46.5,4.35,2.14,-0.37,-0.08,-0.44,-6.4,-3.32,-0.35,5.37
1802,291,24.9,307,33.4,-1.46,-8.87,-9.6,-2.16,-1.2,-0.33,15.4
1805,13.5,12.8,0.97,0.43,0.07,0.02,0.08,0.58,0.39,0.06,11.92
1806,39,10,25.6,6.11,1.24,-0.07,0.89,1.65,1.08,0.23,13.44
1808,89.3,31.3,1.04,0.19,-3.35,-0.2,-3.64,-2.83,-0.69,-0.37,12.52
1809,16.7,17.9,18.6,3.61,0.14,0.01,0.19,0.32,0.24,0.11,17.18
1810,30.2,18.6,34.4,8.84,-0.35,0.69,0.11,0.2,0.13,0.04,22.44
1813,4.66,14.5,2.34,-0.36,-0.94,0.4,-0.44,-6.78,-4.68,-0.93,14.81
1815,52.1,56.9,43.4,11.7,7.33,-2.12,4.21,5.34,2.68,0.81,15.39
1817,7.26,39.1,19.5,7.02,2.41,0.26,2,8.95,6.93,2.75,29.66
1903,26,53.9,1.14,0.75,-0.14,1.53,1.39,2.67,1.36,0.54,19.83
1904,111,18.1,316,53.4,10.7,-7.91,1.88,0.53,0.22,0.17,25.51
1905,110,12.1,141,2.99,-12.5,0.91,-9.33,-5.24,-2.39,-0.85,13.62
1906,15.1,12.6,23.1,1.87,0.32,-0.53,-0.23,-0.75,-0.4,-0.15,18.69
1907,166,24.6,547,69.1,-8.25,25.5,14.4,1.71,0.88,0.87,41.12
1909,133,9.86,327,29,-3.19,-3.32,-7.14,-3.5,-1.06,-0.54,15.01
2002,1573,19.5,2418,53.8,-42.6,-4.2,-41.4,-1.32,-0.64,-0.27,18.99
2006,73,63.3,440,63.7,43.5,-0.91,33.2,10.2,6.28,4.55,44.85
2007,53.1,7.66,43.1,-3.39,-4.88,-3.1,-8.18,-16.7,-6.61,-1.54,8.47
2008,19.1,25.3,14.6,2.41,1.27,0.04,1.31,3.68,1.65,0.68,18.63
2009,36,34.1,22,-0.33,-0.82,2.02,1.21,1.55,1.26,0.34,23.32
2010,64.8,20,182,20.1,13.1,0.91,11.2,8.97,4.94,1.74,19.04
2012,30.2,18.3,63.8,8.83,2.6,-0.55,0.7,2.58,1.06,0.25,13.61
2013,20,42.6,157,7.54,4.75,0.34,4.53,8.32,3.09,2.27,27.36
2014,144,15.4,152,-14.5,-17.7,0.66,-15.8,-11.9,-5.42,-1.1,8.74
2015,58.2,66.3,225,25.8,19.4,1.4,17.1,7.72,6.63,2.94,37.75
2017,44.7,9.78,21.2,0.3,-2.8,1.1,-1.32,-2.5,-1.27,-0.31,11.66
2020,26.7,24.3,37.4,6.86,2.58,2.63,4.43,9.94,5.01,1.66,16.21
2022,33.7,7.89,67.7,7.5,1.32,0.06,0.06,1.66,1.17,0.02,9.97
2023,193,15.2,526,44.7,3.94,-33.3,-27.1,-8.27,-3.1,-1.4,17.9
2024,9.75,17.4,7.43,0.46,0,-0.13,-0.14,-1.22,-0.78,-0.14,11.36
2025,17.3,11.9,5.81,-1.9,-2.24,1.66,-0.71,-4.93,-3.93,-0.41,8.11
2027,258,37.9,774,189,106,-25.4,48.3,7.24,4.1,2.08,30.19
2028,32.6,18.1,63.2,2.14,0.68,-0.35,0.31,0.65,0.33,0.09,14.45
2029,32.1,23.2,104,10.2,1.85,0.14,1.53,1.59,1.42,0.47,30.97
2030,28.1,14.2,76.8,7.03,1.55,-0.86,0.35,0.72,0.3,0.13,17
2031,32.1,41.8,135,10.8,6.63,4.05,8.57,7.22,3.04,2.67,36.35
2032,13.1,14.8,23.4,0.84,0.09,0.4,0.48,2.8,2.33,0.37,13.19
2033,8.07,16.6,5.27,0.75,0.21,0.04,0.21,1.98,1.72,0.25,12.99
2034,52.4,21,99.1,9.23,2.44,-0.66,1.7,1.7,0.76,0.33,18.1
2035,35,29.3,75.7,-9.53,-11.8,-0.82,-12.6,-39.4,-7.23,-3.6,7.32
2038,19.4,15.5,68.2,1.31,-0.17,-0.2,-0.24,-0.94,-0.39,-0.12,20.16
2049,35.4,212,178,52.2,13.3,-0.86,10.6,2.66,1.82,3.01,104.05
2059,9.53,2814,126,95.4,86.6,-6.35,63.2,27.6,22.2,66.35,256.95
2061,5.74,17.8,8.8,0.39,-0.08,-0.49,-0.62,-9.79,-5.28,-1.08,10.44
2062,20,23.9,46.6,4.26,0.12,0.53,0.37,0.48,0.33,0.19,36.74
2063,4.81,28,7.6,1.29,0.3,0.36,0.61,6.01,3.02,1.27,19.03
2064,6.93,13.9,11.4,0.27,-0.62,-0.4,-1.05,-10.8,-4.18,-1.51,13.2
2065,6.35,33.7,15.5,2.2,0.62,-0.3,0.24,1.35,0.73,0.39,27.33
2066,4.44,69.8,19.6,6.4,0.95,-0.13,0.59,2.73,1.55,1.33,47.9
2067,4.51,7.51,7.65,0.22,-1.05,-0.21,-1.12,-42.3,-6.88,-2.49,6.04
2069,16.6,14.9,77.1,7.06,2.69,-0.5,1.82,4.6,2.01,1.1,23.55
2070,3.58,41.6,4.81,2.26,0.56,0.02,0.45,4.83,3.23,1.25,25.64
2073,2.75,28.3,4.2,0.4,-0.1,-0.02,-0.09,-2.09,-1.27,-0.33,15.1
2101,73.4,39,67,14.4,5.03,-6.52,-3.05,-2.45,-0.64,-0.37,15.58
2102,47.3,20.1,2,0.41,-1.16,-9.15,-10.2,-16.4,-7.83,-2.22,12.43
2103,82.6,17.2,281,27.3,6.69,0.16,1.8,1.4,0.7,0.22,23.19
2104,98.5,11.2,120,-3.61,-14.2,-20.4,-32.9,-11.6,-6.63,-3.4,25.33
2105,324,39.2,698,158,57.4,-2.7,39.9,4.6,2.79,1.23,25.33
2106,95.5,21.4,259,48.8,4.53,-1.89,0.59,0.3,0.13,0.06,19.51
2107,30.4,24.4,10.1,3.62,2.21,2.87,4.61,3.52,3.06,1.52,42.87
2108,49.2,23.9,72.4,15.5,4.94,1.94,2.81,3.13,2.77,0.57,28.25
2109,27.9,16.3,33.3,7.15,3.58,-0.17,2.18,5.35,3.39,0.78,11.76
2114,7.8,90.6,11.6,4.63,3.62,0.37,3.23,10.5,8.78,4.15,39.02
2115,10.4,26.9,22.5,4.82,2.09,0.11,1.55,4.9,3.29,1.48,29.28
2201,107,33.8,538,178,45.3,-2.12,8.08,3.12,0.78,0.77,58.46
2204,55.4,58.8,240,40.3,9.4,15.5,21.3,5.58,4.22,3.9,66
2206,79.2,63.6,480,103,47.3,2.23,36.2,11.4,4.81,4.6,31.74
2207,55.7,566,2098,367,226,25.6,138,14.3,3.19,24.86,142.08
2208,127,19.7,179,-26.7,-32.4,7.76,-24.7,-31.4,-6.44,-1.94,5.29
2211,41.7,87.8,115,32.8,28.4,11.7,30.7,11.1,8.72,7.36,64.59
2221,4.23,28.4,10.2,2.05,1.08,-0.13,0.73,6.86,4.55,1.72,24.56
2227,30,58,117,10.9,-4.51,4.04,-0.72,-0.4,-0.32,-0.24,56.2
2228,7.98,101,37.7,9.12,3.74,0.92,3.23,6.47,4.76,4.06,59.37
2230,6.8,101,13.1,1.14,0.1,-0.14,-0.13,-1.11,-0.76,-0.19,17.78
2231,13.6,93,26,9.43,0.68,-1.8,-0.08,-3.65,-1.64,-0.06,26.06
2233,6.03,210,25.1,7.8,3.31,0.28,3.03,7.68,4.81,5.02,62.18
2235,3.59,39.9,4.21,0.8,0.24,0.04,0.22,1.74,1.5,0.61,34.04
2236,5.36,103,69.9,7.98,0.74,-1.55,-1.43,-8.8,-2.15,-2.67,33.08
2239,12,31,140,13.5,-3.98,-2.6,-5.7,-3.72,-1.78,-4.74,91.89
2241,10.5,25.7,5.11,-0.12,-1.25,0.84,-0.63,-4.74,-3.05,-0.6,12.82
2243,6.94,11.6,11.1,1.09,0.08,-0.13,-0.08,-1.07,-0.24,-0.11,9.87
2247,8.07,306,392,44,14.6,0.48,12,9.09,5.34,14.86,162.14
