zname,ename,lon,lat,geohash
YouBike2.0_江川公園,YouBike2.0_Jiangchuan Park,120.67149,24.12439,wsmc1zwqc
YouBike2.0_崇倫公園,YouBike2.0_Chung Luen Park,120.66114,24.13229,wsmc39nub
YouBike2.0_國立中興大學,YouBike2.0_National Chung Hsing University,120.67719,24.12391,wsmc4pd7y
YouBike2.0_永興公園,YouBike2.0_Yongxing Park,120.66488,24.11674,wsmc1y36p
YouBike2.0_樹德停車場,YouBike2.0_Shude Parking Lot,120.65435,24.11851,wsmc1w9ud
YouBike2.0_民興公園,YouBike2.0_Minxing Park,120.66456,24.12862,wsmc3b3r2
YouBike2.0_復興停車場,YouBike2.0_Fuxing Parking Lot,120.67634,24.13175,wsmc611cd
YouBike2.0_健康公園附設停車場,YouBike2.0_JianKang Park Parking Lot,120.66988,24.12096,wsmc1zj4u
YouBike2.0_高工南和路口,YouBike2.0_Gaogong Rd. / Nanhe Rd.,120.66834,24.11456,wsmc1vuj2
YouBike2.0_樹德柳橋(復興路一段207巷15弄),YouBike2.0_Shude Bridge ( Aly. 15 Ln. 207 Fuxing Rd. Sec. 1),120.64948,24.11238,wsmc1mw2b
YouBike2.0_文化部文化資產園區,"YouBike2.0_Cultural Heritage Park, Ministry of Culture",120.67989,24.13291,wsmc61k2m
YouBike2.0_國立中興大學(中興湖),YouBike2.0_National Chung Hsing University( Chung Hsing lake),120.67369,24.12043,wsmc1yzzs
YouBike2.0_大慶車站,YouBike2.0_Daqing Station,120.64747,24.11859,wsmc1qsuc
YouBike2.0_四育國中,YouBike2.0_Sz Yu Junior High School,120.66491,24.126,wsmc3b180
YouBike2.0_忠明南復興路口,YouBike2.0_Zhongming S. Rd. / Fuxing Rd.,120.66129,24.12172,wsmc1xnz5
YouBike2.0_長春公園,YouBike2.0_Changchun Park,120.67995,24.13041,wsmc60u3y
YouBike2.0_文林公園,YouBike2.0_Wen Lin Park,120.664414,24.127679,wsmc3b31u
YouBike2.0_國資圖停車場,YouBike2.0_National Library Of Public Information Parking Lot,120.671259,24.12876,wsmc3bw0h
YouBike2.0_僑泰中學(五權南一路),YouBike2.0_Chiao Tai High School (Wuquan S. 1st Rd.),120.668668,24.112659,wsmc1vs4r
YouBike2.0_臺中市樹德非營利幼兒園,YouBike2.0_Taichung City Shude Non-Profit Preschool,120.64925,24.11516,wsmc1qn0g
YouBike2.0_樹德一巷復興北路口,YouBike2.0_Shude 1st Ln. / Fuxing N. Rd.,120.64622,24.11234,wsmc1mebs
YouBike2.0_美村南美村南路23巷口,YouBike2.0_Meicun S. Rd. / Ln. 23 Meicun S. Rd.,120.66691,24.12108,wsmc1z4gq
YouBike2.0_興大美村路口,YouBike2.0_Xingda Rd. / Meicun Rd.,120.672031,24.122375,wsmc1zqen
YouBike2.0_柳川東三民西路口,YouBike2.0_Liuchuan E. Rd. / Sanmin W. Rd.,120.659526,24.130317,wsmc38v96
YouBike2.0_藍花楹公園,YouBike2.0_Jacaranda Park,120.67187,24.11232,wsmc1vw86
YouBike2.0_大忠南三民西路口,YouBike2.0_Dazhong S. St. / Sanmin W. Rd.,120.654973,24.130135,wsmc38f20
YouBike2.0_三民西柳川西路口,"YouBike2.0_Sanmin W. Rd. / Liuchuan W. Rd,",120.65891,24.129927,wsmc38tph
YouBike2.0_忠明南路777巷口,YouBike2.0_Ln. 777 Zhongming S. Rd.,120.6602,24.123793,wsmc1xw56
YouBike2.0_五權建國北路口(西南側),YouBike2.0_Wuquan Rd. / Jianguo N. Rd. (Southwest),120.66831,24.12965,wsmc3bevr
YouBike2.0_五權建國北路口(東南側),YouBike2.0_Wuquan Rd. / Jianguo N. Rd. (Southeast),120.66854,24.12974,wsmc3bsju
YouBike2.0_柳川西忠明南路口,YouBike2.0_Liuchuan W. Rd. / Zhongming S. Rd.,120.65907,24.12707,wsmc38jq2
YouBike2.0_有恆街114巷口,YouBike2.0_Ln. 114 Youheng St.,120.67638,24.12847,wsmc603ye
YouBike2.0_大慶公園,YouBike2.0_Daqing Park,120.657381,24.115757,wsmc1whh2
YouBike2.0_忠孝路55巷口,YouBike2.0_Zhongxiao Rd. Ln. 55,120.676119,24.127757,wsmc603dm
YouBike2.0_忠明南南和路口,YouBike2.0_Zhongming S. Rd. / Nanhe Rd.,120.668454,24.118879,wsmc1ysnd
YouBike2.0_文心南路大忠南街口,YouBike2.0_Wenxin S. Rd. / Dazhong S. St.,120.64884,24.12265,wsmc1rmu9
YouBike2.0_臺中高工(高工工學六街口),YouBike2.0_Taichung Industrial High School (Gaogong Rd. / Gongxue 6th St.),120.660878,24.113292,wsmc1tww4
YouBike2.0_忠明南工學北路口,YouBike2.0_Zhongming S. Rd. / Gongxue N. Rd.,120.662433,24.119991,wsmc1wztn
YouBike2.0_文心南文心南十路口,YouBike2.0_Wenxin S. Rd. / Wenxin S. 10th Rd.,120.65501,24.11574,wsmc1w4k3
YouBike2.0_綠空廊道(東興路),YouBike2.0_Taichung Overpass (Dongxing Rd.),120.65365,24.12269,wsmc1x3kc
YouBike2.0_大慶街一段75巷口(東側),YouBike2.0_Daqing St. Sec. 1 Ln. 75 (East),120.65977,24.11198,wsmc1tmy2
YouBike2.0_西川二西川一路口(西南側),YouBike2.0_Xichuan 2nd Rd. / Xichuan 1st Rd. (Southwest),120.65567,24.12827,wsmc386v2
YouBike2.0_健行忠太東路口,YouBike2.0_Jianxing Rd. / Zhongtai E. Rd.,120.66798,24.15916,wsmc3y59r
YouBike2.0_文心山西路口(西南側),YouBike2.0_Wenxin Rd. / Shanxi Rd. (Southwest),120.67588,24.17336,wsmcd09kp
YouBike2.0_臺中二中(梅川東路三段),"YouBike2.0_Taichung Second Senior High School (Sec.3, Meichuan E. Rd.)",120.67446,24.15391,wsmc6j06w
YouBike2.0_捷運文心中清站,YouBike2.0_TMRT Wenxin Zhongqing Sta.,120.67058,24.17352,wsmc9btsu
YouBike2.0_臺中孔廟(雙十路),YouBike2.0_Taichung Confucius Temple (Shuangshi Rd.),120.6893,24.15378,wsmc6m53b
YouBike2.0_太平國小(中華路),YouBike2.0_Taiping Elementary School (Zhonghua Rd.),120.6811,24.1495,wsmc6hm31
YouBike2.0_賴明公園(漢口路),YouBike2.0_Lai Ming Park (Hankou Rd.),120.67865,24.1671,wsmc6p7x8
YouBike2.0_寶覺禪寺(健行路),YouBike2.0_Paochueh Temple (Jianxing Rd.),120.68721,24.15911,wsmc6q19p
YouBike2.0_中華精武路口,YouBike2.0_Zhonghua Rd. / Jingwu Rd.,120.67976,24.14807,wsmc6hh2d
YouBike2.0_英士公園(日興街),YouBike2.0_Ying Shi Park (Rixing St.),120.6758,24.1514,wsmc6h9kj
YouBike2.0_臺中公園(公園路),YouBike2.0_Taichung Park (Taichung Rd.),120.68377,24.14296,wsmc65p4z
YouBike2.0_進化廣場(興進路),YouBike2.0_Jinhua Square (Xingjin Rd.),120.69315,24.1552,wsmc6mq44
YouBike2.0_雙十自由路口,YouBike2.0_Shuangshi Rd. / Ziyou Rd.,120.68547,24.1432,wsmc670kr
YouBike2.0_忠明路臨時停車場,YouBike2.0_Zhongming Rd. Temporary Parking,120.6737,24.16382,wsmc3yzum
YouBike2.0_雙十國中(進德北路),YouBike2.0_Shuang-Shih Junior High School (Jinde N. Rd.),120.6924,24.15181,wsmc6ktw2
YouBike2.0_東成東成二街口(南側),YouBike2.0_Dongcheng Rd. / Dongcheng 2nd St. (South),120.70127,24.15698,wsmc6teux
YouBike2.0_英才公園(民權路),YouBike2.0_Yingcai Park (Minquan Rd.),120.67056,24.15402,wsmc3vje7
YouBike2.0_東成二天祥街口,YouBike2.0_Dongcheng 2nd St. / Tianxiang St.,120.70198,24.15953,wsmc6wh7r
YouBike2.0_健行國小(健行路),YouBike2.0_Jian Xing Elementary School (Jianxing Rd.),120.6741,24.15928,wsmc6n04n
YouBike2.0_東成三東光東街口,YouBike2.0_Dongcheng 3rd St. / Dongguang E. St.,120.7006,24.15383,wsmc6t56r
YouBike2.0_北屯雙十路二段100巷口,YouBike2.0_Beitun Rd. / Ln.100 Shuangshi Rd. Sec.2,120.69155,24.15929,wsmc6qhfh
YouBike2.0_三民興進路口,YouBike2.0_Sanmin Rd. / Xingjin Rd.,120.68891,24.15685,wsmc6mdgz
YouBike2.0_國立自然科學博物館(博館路),YouBike2.0_National Museum of Natural Science (Boguan Rd.),120.66509,24.15683,wsmc3v9es
YouBike2.0_中德停車場,YouBike2.0_Zhongde Parking Lot,120.66929,24.16584,wsmc3zk8n
YouBike2.0_賴厝國小(太原路),YouBike2.0_Lai Cuo Elementary School (Taiyuan Rd.),120.67906,24.16553,wsmc6p5y3
YouBike2.0_梅川公園,YouBike2.0_Meichuan Park,120.679,24.16992,wsmc6pgzb
YouBike2.0_臺中市監理站,YouBike2.0_Taichung City Motor Vehicles Station,120.69208,24.16139,wsmc6qmq3
YouBike2.0_美德美德街68巷口,YouBike2.0_Meide St. / Ln. 68 Meide St.,120.68291,24.15765,wsmc6jy8e
YouBike2.0_學士育德路口(東側),YouBike2.0_Xueshi Rd. / Yude Rd. (East),120.68117,24.15767,wsmc6jv2e
YouBike2.0_長青公園(北平路),YouBike2.0_Chang Qing Park (Beiping Rd.),120.66965,24.17177,wsmc9bkfy
YouBike2.0_武昌公園(武昌路),YouBike2.0_Wuchang Park (Wuchang Rd.),120.66804,24.16879,wsmc3zgc3
YouBike2.0_曉明公園(陝西東五街),YouBike2.0_Xiao Ming Park (Xiaxi E.5th St.),120.67118,24.16819,wsmc3zwjf
YouBike2.0_太原北中清路口(西側),YouBike2.0_Taiyuan N. Rd. / Zhongqing Rd. (West),120.67322,24.16509,wsmc3zpec
YouBike2.0_中德公園(忠明六街),YouBike2.0_Zhong De Park (Zhongming 6th St.),120.66819,24.1637,wsmc3yggu
YouBike2.0_博館育德路口,YouBike2.0_Boguan Rd. / Yude Rd.,120.66911,24.15746,wsmc3vsx6
YouBike2.0_北區行政大樓,"YouBike2.0_Administration Building,Taichung City North District",120.68241,24.16607,wsmc6pq1x
YouBike2.0_臺中一中,YouBike2.0_Taichung First Senior High School,120.68705,24.14895,wsmc6k1tu
YouBike2.0_興進園道,YouBike2.0_Xingjin Parkway,120.69665,24.15556,wsmc6t2s7
YouBike2.0_北區太平國小,YouBike2.0_Taiping Elementary School North District,120.6816,24.14866,wsmc6hjsj
YouBike2.0_太原華美街口,YouBike2.0_Taiyuan Rd. / Huamei St.,120.66496,24.16482,wsmc3z1d3
YouBike2.0_英才公園,YouBike2.0_Yingcai Park,120.67097,24.15562,wsmc3vmut
YouBike2.0_梅川園道,YouBike2.0_Meichuan Parkway,120.6766,24.16158,wsmc6n6p2
YouBike2.0_雙十育樂街口,YouBike2.0_Shuangshi Rd. / Yule St.,120.69097,24.15778,wsmc6mu3r
YouBike2.0_育德梅川東路口,YouBike2.0_Yude Rd. / Meichuan E. Rd.,120.67547,24.15748,wsmc6j9pw
YouBike2.0_北區國民運動中心,YouBike2.0_North District Civil Sport Center,120.68484,24.15716,wsmc6m8j8
YouBike2.0_山西公園,YouBike2.0_Shanxi Park,120.6759,24.17106,wsmcd01w8
YouBike2.0_崇德進化北路口,YouBike2.0_Chongde Rd. / Jinhua N. Rd.,120.685128,24.163505,wsmc6qb4x
YouBike2.0_東光東成路口(西側),YouBike2.0_Dongguang Rd. / Dongcheng Rd. (West),120.69906,24.15749,wsmc6tdre
YouBike2.0_進化自強一街口,YouBike2.0_Jinhua Rd. / Ziqiang 1st St.,120.69453,24.15331,wsmc6kzp4
YouBike2.0_興進南京東路口,YouBike2.0_Xingjin Rd. / Nanjing E. Rd.,120.698462,24.155812,wsmc6t3vy
YouBike2.0_柳川西五常街口,YouBike2.0_Liuchuan W. Rd. / Wuchang St.,120.680666,24.155104,wsmc6jkcx
YouBike2.0_公園三民路口,YouBike2.0_Gongyuan Rd. / Sanmin Rd.,120.682095,24.144257,wsmc65q42
YouBike2.0_臺中市立圖書館精武分館,YouBike2.0_Taichung Public Library Jingwu Branch,120.685044,24.146078,wsmc678jj
YouBike2.0_東光東光東街口,YouBike2.0_Dongguang Rd. / Dongguang E. St.,120.698586,24.153972,wsmc6t450
YouBike2.0_東成三東光五街口,YouBike2.0_Dongcheng 3rd St. / Dongguang 5th St.,120.700651,24.154372,wsmc6t5t3
YouBike2.0_中清進化北路口(東南側),YouBike2.0_Zhongqing Rd. / Jinhua N. Rd. (Southeast),120.67488,24.16274,wsmc6n8y0
YouBike2.0_篤行國小(英才路),YouBike2.0_Du-Xing Elementary School (Yingcai Rd.),120.67324,24.15566,wsmc3vrsf
YouBike2.0_立人國中(天津路),YouBike2.0_Li-Jen Junior High School (Tianjin Rd.),120.67108,24.17011,wsmc9bjcp
YouBike2.0_臺中科技大學(錦平街),YouBike2.0_Taichung University of Science and Technology (Jinping St.),120.683442,24.151951,wsmc6hxp2
YouBike2.0_學士德化街口,YouBike2.0_Xueshi Rd. / Dehua St.,120.680934,24.161545,wsmc6nmpj
YouBike2.0_豬事圓滿公園,YouBike2.0_Zhushi Yuanman Park,120.699202,24.155907,wsmc6t6qr
YouBike2.0_省三國小,YouBike2.0_Sheeng San Elementary School,120.68484,24.15925,wsmc6q01b
YouBike2.0_山西太原路口,YouBike2.0_Shanxi Rd. / Taiyuan Rd.,120.6754,24.16531,wsmc6p1jh
YouBike2.0_五義街崇德路口,YouBike2.0_Wuyi St. / Chongde Rd.,120.68538,24.15589,wsmc6m2qm
YouBike2.0_青島山西路口(西側),YouBike2.0_Qingdao Rd. / Shanxi Rd. (West),120.67458,24.16871,wsmc6pb8c
YouBike2.0_捷運文心櫻花站,YouBike2.0_TMRT Wenxin Yinghua Sta.,120.65394,24.16802,wsmc3x9sb
YouBike2.0_捷運市府站(出口1),YouBike2.0_TMRT Taichung City Hall  Sta. (Exit 1),120.64912,24.16241,wsmc3qwh0
YouBike2.0_捷運市府站(出口2),YouBike2.0_TMRT Taichung City Hall  Sta. (Exit 2),120.64933,24.16146,wsmc3qqnt
YouBike2.0_大有公園,YouBike2.0_Dayou Park,120.65869,24.15983,wsmc3whvp
YouBike2.0_大隆文心路口(東南側),YouBike2.0_Galong Rd. / Wenxin Rd. (Southeast),120.64794,24.1591,wsmc3qj0u
YouBike2.0_臺灣大道文心路口(西北側),YouBike2.0_Taiwan Blvd. / Wenxin Rd. (Northwest),120.64945,24.163,wsmc3qwpx
YouBike2.0_惠來國小(洛陽東街),YouBike2.0_Hui Lai Elementary School (Luoyang E. St.),120.65018,24.16495,wsmc3rng0
YouBike2.0_甘肅公園,YouBike2.0_Gansu Park,120.65671,24.16889,wsmc3xg9c
YouBike2.0_幸福兒童公園,YouBike2.0_Xingfu Children's Park,120.65211,24.17233,wsmc982nj
YouBike2.0_逢甲公園,YouBike2.0_Fengjia Park,120.64074,24.17632,wsmc91pvk
YouBike2.0_中平經貿路口,YouBike2.0_Zhongping Rd. / Jingmao Rd.,120.65906,24.17644,wsmc99jjz
YouBike2.0_皇城帝寶,YouBike2.0_Huangcheng Dibao,120.66149,24.17382,wsmc98xn8
YouBike2.0_大容公園,YouBike2.0_Darong Park,120.64832,24.15566,wsmc3mmkv
YouBike2.0_東興立體停車場,YouBike2.0_Dongxing Parking Tower,120.6545,24.1566,wsmc3t9fm
YouBike2.0_惠泰公園,YouBike2.0_Huitai Park,120.63461,24.16467,wsmc3p53q
YouBike2.0_福星公園(弘孝路),YouBike2.0_Fuxing Park (Hongxiao Rd.),120.64955,24.17186,wsmc92q76
YouBike2.0_青海上石路口,YouBike2.0_Qinghai Rd. / Shangshi Rd.,120.64518,24.1705,wsmc9255k
YouBike2.0_秋紅谷(河南路),YouBike2.0_Maple Garden (Henan Rd.),120.63961,24.16614,wsmc3pr1f
YouBike2.0_逢甲福星路口,YouBike2.0_Fengjia Rd. / Fuxing Rd.,120.64487,24.17876,wsmc93dgm
YouBike2.0_臺灣大道河南路口(西北側),YouBike2.0_Taiwan Blvd. / Henan Rd.  (Northwest),120.641,24.16799,wsmc3r8he
YouBike2.0_臺中市政府(惠中路),YouBike2.0_Taichung City Government (Huizhong Rd.),120.64574,24.16303,wsmc3qexc
YouBike2.0_公51停車場,YouBike2.0_Gong 51 Parking,120.65522,24.17509,wsmc98fqn
YouBike2.0_漢口立體停車場,YouBike2.0_Hankou Parking Tower,120.66217,24.16547,wsmc3xpw0
YouBike2.0_市政公園(市政北三路),YouBike2.0_Shizheng Park (Shizheng N. 3rd Rd.),120.64684,24.15897,wsmc3qh25
YouBike2.0_文心四川路口,YouBike2.0_Wenxin Rd. / Sichuan Rd.,120.65073,24.16406,wsmc3qzjv
YouBike2.0_長安公園,YouBike2.0_Changan Park,120.65429,24.17021,wsmc981c8
YouBike2.0_文心華美西街口(東南側),YouBike2.0_Wenxin Rd. / Huamei W. St. (Northwest),120.66744,24.17301,wsmc9be3g
YouBike2.0_中央公園(遊客服務中心),YouBike2.0_Taichung Central Park (Visitor Center),120.65571,24.17987,wsmc99fcc
YouBike2.0_敦化凱旋路口,YouBike2.0_Dunhua Rd. / Kaixuan Rd.,120.65255,24.18546,wsmc9dbd8
YouBike2.0_自我體驗區(僑大八街),YouBike2.0_The Ego Field (Qiaoda 8th St.),120.65201,24.18968,wsmc9e855
YouBike2.0_觸覺體驗區(經貿五路),YouBike2.0_The Touch Field (Jingmao 5th Rd.),120.65487,24.19062,wsmc9ef0w
YouBike2.0_港隆經貿九路口,YouBike2.0_Ganglong St./ Jingmao 9th Rd.,120.65,24.19475,wsmc9kw8s
YouBike2.0_惠順停車場(河南路),YouBike2.0_Huishun Parking Lot (Henan Rd.),120.639143,24.164743,wsmc3pn9z
YouBike2.0_文華高中(文心路),YouBike2.0_Wen-Hua Senior High School (Wenxin Rd.),120.65995,24.17114,wsmc98jzh
YouBike2.0_中仁公園,YouBike2.0_Zhongren Park,120.66077,24.16561,wsmc3xnqz
YouBike2.0_重慶公園(天水西六街),YouBike2.0_Chongqing Park (Tianshui W. 6th St.),120.65553,24.16586,wsmc3x68m
YouBike2.0_臺灣大道國際街口,YouBike2.0_Taiwan Blvd. / Guoji St.,120.59352,24.18313,wsmc84msb
YouBike2.0_朝馬運動中心,YouBike2.0_Chao-Ma Civil Sports Center,120.634139,24.168111,wsmc3pej7
YouBike2.0_文修公園(西苑路),YouBike2.0_Wen Xiu Park (Xiyuan Rd.),120.641479,24.184324,wsmc9687y
YouBike2.0_文修公園(烈美街),YouBike2.0_Wen Xiu Park (Liemei St.),120.642413,24.18429,wsmc9695e
YouBike2.0_同心停車場,YouBike2.0_Tong Xin Parking Lot,120.63749,24.178866,wsmc91ts1
YouBike2.0_上安公園(南側),YouBike2.0_Shang'an Park (South),120.640555,24.170154,wsmc90pc2
YouBike2.0_西大墩公園(福科路),YouBike2.0_West Da Dun Park (Fu Ke Rd.),120.635924,24.179126,wsmc91sms
YouBike2.0_龍門公園,YouBike2.0_Longmen Park,120.631762,24.164015,wsmc3ncme
YouBike2.0_環中朝馬路口,YouBike2.0_Huanjhong Rd. / Chaoma Rd.,120.632564,24.169936,wsmc901bn
YouBike2.0_朝富環河路口,YouBike2.0_Chaofu Rd. / HuanHe Rd.,120.6371,24.16593,wsmc3pm28
YouBike2.0_至善青海路二段口,YouBike2.0_Zhishan Rd. / Qinghai Rd. Sec.2,120.641065,24.173315,wsmc9285u
YouBike2.0_文輝公園,YouBike2.0_Wen Hui Park,120.64273308314056,24.1715194228316,wsmc92337
YouBike2.0_青海公園(四川東街),YouBike2.0_Qinghai Park (Sichuan E. St.),120.65334,24.16441,wsmc3wcpf
YouBike2.0_大鵬國小(中平路),YouBike2.0_Da Peng Elementary School (Zhongping Rd.),120.66484,24.17793,wsmc9c3qw
YouBike2.0_逢大大鵬路口,YouBike2.0_Fongda Rd. / Dapeng Rd.,120.65047,24.17843,wsmc93wcx
YouBike2.0_河南公園,YouBike2.0_Henan Park,120.66298,24.1708,wsmc9b0j5
YouBike2.0_黎明中清路口,YouBike2.0_Liming Rd. / Zhongqing Rd.,120.65725,24.19658,wsmc9sggm
YouBike2.0_大鵬臨停停車場,YouBike2.0_Dapeng Parking Lot,120.66549,24.17569,wsmc9c1ct
YouBike2.0_捷運文華高中站,YouBike2.0_TMRT Wen-Hua Senior High School Sta.,120.660816,24.171695,wsmc98qd2
YouBike2.0_惠誠公園(市政南一路),YouBike2.0_Huicheng Park (Shizheng S. 1st Rd.),120.637742,24.158196,wsmc3jvex
YouBike2.0_臺灣大道福安路口(西北側),YouBike2.0_Taiwan Blvd. / Fu-an Rd.,120.621505,24.180186,wsmc8ccgu
YouBike2.0_臺灣大道安和路口(西北側),YouBike2.0_Taiwan Blvd. / Anhe Rd.,120.622796,24.179566,wsmc8cfb4
YouBike2.0_福順停車場,YouBike2.0_Fushun Parking Lot,120.627221,24.180058,wsmc8cy51
YouBike2.0_福科永福路口,YouBike2.0_Fu Ke Rd. / Yongfu Rd.,120.620425,24.184159,wsmc8f94g
YouBike2.0_福安公園,YouBike2.0_Fu-an Park,120.627591,24.182856,wsmc8fq76
YouBike2.0_西苑高中代管籃球場,YouBike2.0_Shi Yuan Senior High School Hosting Basketball Court,120.626651,24.18568,wsmc8fveu
YouBike2.0_福科福康路口,YouBike2.0_Fu Ke Rd. / Fukang Rd.,120.617429,24.185521,wsmc8dyfv
YouBike2.0_漢翔福星北路口,YouBike2.0_Hanxiang Rd. / Fuxing N. Rd.,120.64442,24.18521,wsmc96f94
YouBike2.0_漢口國中(漢口路),YouBike2.0_Han Kou Junior High School (Hankou Rd.),120.65684,24.16137,wsmc3w7wh
YouBike2.0_河南停車場,YouBike2.0_Henan Parking Lot,120.66217,24.16975,wsmc3xzwb
YouBike2.0_福星公園,YouBike2.0_Fuxing Park,120.6481,24.17242,wsmc92mq8
YouBike2.0_大鵬國小,YouBike2.0_Dapeng Elementary School,120.66567,24.17811,wsmc9c6p9
YouBike2.0_臺灣大道玉門路口,YouBike2.0_Taiwan Blvd. / Yumen Rd.,120.60975,24.18425,wsmc8d976
YouBike2.0_臺灣大道福林路口,YouBike2.0_Taiwan Blvd. / Fulin Rd.,120.61377,24.18361,wsmc8dkr8
YouBike2.0_安和國中,YouBike2.0_Anher Junior High School,120.61723,24.17396,wsmc88wz9
YouBike2.0_秋紅谷,YouBike2.0_Maple Valley Park,120.63889,24.16789,wsmc3pws1
YouBike2.0_櫻花棒球場,YouBike2.0_Cherry Blossoms Baseball Field,120.6531,24.16867,wsmc3xbbs
YouBike2.0_頂何厝,YouBike2.0_Ding He Cuo,120.65532,24.15924,wsmc3w49b
YouBike2.0_新光/遠百,YouBike2.0_Mitsukoshi Shin Kong / Top City Dept. Store,120.64292,24.16614,wsmc3r33z
YouBike2.0_市政府(文心樓),YouBike2.0_Taichung City Government (Wenxin Building),120.6487,24.16143,wsmc3qmww
YouBike2.0_青海逢甲路口,YouBike2.0_Qinghai Rd. / Fengjia Rd.,120.63923,24.17465,wsmc90yg9
YouBike2.0_上石公園,YouBike2.0_Shang Shi Park,120.64493,24.17284,wsmc92dby
YouBike2.0_市政公園停車場,YouBike2.0_City Hall Garden Parking,120.64453,24.16099,wsmc3q6ev
YouBike2.0_大隆東興路口,YouBike2.0_Dalong Rd./ Dongxing Rd.,120.65409,24.15573,wsmc3t3tk
YouBike2.0_臺中國家歌劇院,YouBike2.0_National Taichung Theater,120.64012,24.16407,wsmc3nzmy
YouBike2.0_協和停車場,YouBike2.0_Sie He Parking Lot,120.62188,24.17754,wsmc8c6hm
YouBike2.0_西大墩公園,YouBike2.0_West Da Dun Park,120.63577,24.17692,wsmc91k2c
YouBike2.0_福科國民中學,YouBike2.0_Focus Junior High School,120.61381,24.18972,wsmc8es73
YouBike2.0_潮洋環保公園,YouBike2.0_Chao Yang Environmental Park,120.63341,24.16591,wsmc3p68d
YouBike2.0_世斌公園,YouBike2.0_Shih Bin Park,120.61962,24.18219,wsmc8f0x2
YouBike2.0_大仁公園,YouBike2.0_Da Ren Park,120.65929,24.16569,wsmc3xjrm
YouBike2.0_國安一號公園,YouBike2.0_Guoan 1st Park,120.61472,24.19061,wsmc8eubw
YouBike2.0_三信公園,YouBike2.0_Sanxin Park,120.66372,24.16623,wsmc3z2dk
YouBike2.0_經貿七中清路口,YouBike2.0_Jingmao 7th Rd. / Zhongqing Rd.,120.65929,24.19278,wsmc9sjmj
YouBike2.0_國安國小,YouBike2.0_Guo An Elementary School,120.60709,24.19398,wsmc8krkh
YouBike2.0_上德公園,YouBike2.0_Shang De Park,120.64451,24.16931,wsmc3rfsk
YouBike2.0_文修公園,YouBike2.0_Wen Xiu Park,120.642,24.18234,wsmc962b6
YouBike2.0_臺中市議會,YouBike2.0_Taichung City Council,120.64403,24.15805,wsmc3mf6c
YouBike2.0_臺中至善公園,YouBike2.0_Taichung Zhishan Park,120.64209,24.17492,wsmc92bvh
YouBike2.0_高登公園,YouBike2.0_Gaodeng Park,120.66571,24.17106,wsmc9b4nd
YouBike2.0_何厝公園,YouBike2.0_Hecuo Park,120.65492,24.16061,wsmc3w61z
YouBike2.0_大弘公園,YouBike2.0_Dahong Park,120.66128,24.1628,wsmc3wwye
YouBike2.0_惠來停車場,YouBike2.0_Huilai Parking Lot,120.63964,24.15999,wsmc3npn5
YouBike2.0_中科管理局,YouBike2.0_Central Taiwan Science Park,120.6178,24.20889,wsmc8xp5n
YouBike2.0_巨大集團總部,YouBike2.0_Giant Headquarters,120.61154,24.20865,wsmc8x49s
YouBike2.0_臺灣大道福林路口(東北側),YouBike2.0_Taiwan Blvd. / Fulin Rd. (Northeast),120.614265,24.183812,wsmc8ds8u
YouBike2.0_福恩停車場,YouBike2.0_Fuen Parking Lot,120.615023,24.182439,wsmc8dm0v
YouBike2.0_工業區一路工業區一路58巷口,YouBike2.0_Gongyequ 1st Rd. / Ln.58 Gongyequ 1st Rd.,120.614687,24.17958,wsmc89ubm
YouBike2.0_工業區一路工業區一路72巷口,YouBike2.0_Gongyequ 1st Rd. / Ln.72 Gongyequ 1st Rd.,120.614316,24.17712,wsmc89k9v
YouBike2.0_工業區一路98巷口,YouBike2.0_Ln.98 Gongyequ 1st Rd.,120.613429,24.17313,wsmc88s48
YouBike2.0_臺灣大道中工三路口(西北側),YouBike2.0_Taiwan Blvd. / Zhonggong 3rd Rd.,120.61911,24.18093,wsmc8f00h
YouBike2.0_中工二路福中十街口,YouBike2.0_Zhonggong 2nd Rd. / Fuzhong 10th St.,120.61593,24.17692,wsmc89mbf
YouBike2.0_臺灣大道工業區一路口(東南側),YouBike2.0_Taiwan Blvd. / Gongyequ 1st Rd. (Southeast),120.61566,24.18258,wsmc8dm9s
YouBike2.0_中工公園,YouBike2.0_Zhonggong Park,120.589586,24.175597,wsmc8149j
YouBike2.0_協和公園,YouBike2.0_Sie He Park,120.620096,24.176782,wsmc8c0zg
YouBike2.0_臺灣大道安和路口(西南側),YouBike2.0_Taiwan Blvd. / Anhe Rd. (Southwest),120.622873,24.179134,wsmc8cdvs
YouBike2.0_協仁公園,YouBike2.0_Xie Ren Park,120.625631,24.175336,wsmc8buzs
YouBike2.0_環中福星西路口,YouBike2.0_Huanzhong Rd. / Fuxing W. Rd.,120.636213,24.182771,wsmc94kdg
YouBike2.0_福聯兒童公園,YouBike2.0_Fulian Children's park,120.60545,24.18674,wsmc87n1y
YouBike2.0_東大附中,YouBike2.0_THU Affiliated Senior High School,120.60679,24.18355,wsmc86rpm
YouBike2.0_臺灣大道約農路口,YouBike2.0_Taiwan Blvd. / Beauson Rd.,120.60287,24.18269,wsmc86k66
YouBike2.0_福強街福科路900巷口,"YouBike2.0_Fuqiang St. / Ln. 900, Fu Ke Rd.",120.60741,24.18915,wsmc87x8h
YouBike2.0_福瑞里社區停車場,YouBike2.0_Furui Village Community Parking Lot,120.6056,24.18835,wsmc87q76
